"#";"Group";"Subgroup";"Site";"Time";"Service flags";"Flow rate ES flags";"Heat ES flags";"Work time, s";"Time without flow rate measuring, s";"Time without heat measuring, s";"V+, m³";"V-, m³";"M+, t";"W, Gcal/h";"Work time for the interval, s";"Time without flow rate measuring for the interval, s";"Time without heat measuring for the interval, s";"V+ accumulated, m³";"V- accumulated, m³";"M+ accumulated, t";"W accumulated, Gcal/h";"Min volume flow rate, m³/h";"Max volume flow rate, m³/h";"Min weight flow rate, m³/h";"Max weight flow rate, m³/h";"Min temperature 1, °C";"Max temperature 1, °C";"Average temperature 1, °C";"Min temperature 2, °C";"Max temperature 2, °C";"Average temperature 2, °C";"Min pressure, MPa";"Max pressure, MPa";"Average pressure, MPa"
"190";"";"";"Phaterak";"21/01/2021 15:42:24";"0";"2";"0";"360";"360";"0";"0,000";"0,000";"0,000";"0,000";"2";"2";"0";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,201";"0,201";"0,201"
"191";"";"";"Phaterak";"21/01/2021 15:42:26";"0";"2";"0";"362";"362";"0";"0,000";"0,000";"0,000";"0,000";"2";"2";"0";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,201";"0,201";"0,201"
"192";"";"";"Phaterak";"21/01/2021 15:42:28";"0";"2";"0";"364";"364";"0";"0,000";"0,000";"0,000";"0,000";"2";"2";"0";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,201";"0,201";"0,201"
"193";"";"";"Phaterak";"21/01/2021 15:42:36";"0";"1";"0";"366";"364";"0";"0,000";"0,000";"0,000";"0,000";"2";"0";"0";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,201";"0,201";"0,201"
"194";"";"";"Phaterak";"21/01/2021 15:42:38";"0";"1";"0";"368";"364";"0";"0,000";"0,000";"0,000";"0,000";"2";"0";"0";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,201";"0,201";"0,201"
"195";"";"";"Phaterak";"21/01/2021 15:42:40";"0";"3";"0";"370";"370";"0";"0,000";"0,000";"0,000";"0,000";"2";"6";"0";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,201";"0,201";"0,201"
"196";"";"";"Phaterak";"21/01/2021 15:42:42";"0";"2";"0";"372";"372";"0";"0,000";"0,000";"0,000";"0,000";"2";"2";"0";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,201";"0,201";"0,201"
"197";"";"";"Phaterak";"21/01/2021 15:42:44";"0";"2";"0";"374";"374";"0";"0,000";"0,000";"0,000";"0,000";"2";"2";"0";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,201";"0,201";"0,201"
"198";"";"";"Phaterak";"21/01/2021 15:42:46";"0";"2";"0";"376";"376";"0";"0,000";"0,000";"0,000";"0,000";"2";"2";"0";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,201";"0,201";"0,201"
"199";"";"";"Phaterak";"21/01/2021 15:42:48";"0";"2";"0";"378";"378";"0";"0,000";"0,000";"0,000";"0,000";"2";"2";"0";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,201";"0,201";"0,201"
"200";"";"";"Phaterak";"21/01/2021 15:42:50";"0";"2";"0";"380";"380";"0";"0,000";"0,000";"0,000";"0,000";"2";"2";"0";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,201";"0,201";"0,201"
"201";"";"";"Phaterak";"21/01/2021 15:42:52";"0";"2";"0";"382";"382";"0";"0,000";"0,000";"0,000";"0,000";"2";"2";"0";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,201";"0,201";"0,201"
"202";"";"";"Phaterak";"21/01/2021 15:42:54";"0";"2";"0";"384";"384";"0";"0,000";"0,000";"0,000";"0,000";"2";"2";"0";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,201";"0,201";"0,201"
"203";"";"";"Phaterak";"21/01/2021 15:42:56";"0";"2";"0";"386";"386";"0";"0,000";"0,000";"0,000";"0,000";"2";"2";"0";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,201";"0,201";"0,201"
"204";"";"";"Phaterak";"21/01/2021 15:42:58";"0";"2";"0";"388";"388";"0";"0,000";"0,000";"0,000";"0,000";"2";"2";"0";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,201";"0,201";"0,201"
"205";"";"";"Phaterak";"21/01/2021 15:43:00";"0";"2";"0";"390";"390";"0";"0,000";"0,000";"0,000";"0,000";"2";"2";"0";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,201";"0,201";"0,201"
"206";"";"";"Phaterak";"21/01/2021 15:43:02";"0";"2";"0";"392";"392";"0";"0,000";"0,000";"0,000";"0,000";"2";"2";"0";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,201";"0,201";"0,201"
"207";"";"";"Phaterak";"21/01/2021 15:43:04";"0";"2";"0";"394";"394";"0";"0,000";"0,000";"0,000";"0,000";"2";"2";"0";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,201";"0,201";"0,201"
"208";"";"";"Phaterak";"21/01/2021 15:43:05";"0";"2";"0";"395";"395";"0";"0,000";"0,000";"0,000";"0,000";"1";"1";"0";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,201";"0,201";"0,201"
"209";"";"";"Phaterak";"21/01/2021 15:43:10";"0";"1";"0";"397";"395";"0";"0,000";"0,000";"0,000";"0,000";"2";"0";"0";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,201";"0,201";"0,201"
"210";"";"";"Phaterak";"21/01/2021 15:43:12";"0";"1";"0";"399";"395";"0";"0,000";"0,000";"0,000";"0,000";"2";"0";"0";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,201";"0,201";"0,201"
"211";"";"";"Phaterak";"21/01/2021 15:43:13";"0";"1";"0";"400";"395";"0";"0,000";"0,000";"0,000";"0,000";"1";"0";"0";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,201";"0,201";"0,201"
"212";"";"";"Phaterak";"21/01/2021 15:43:18";"0";"1";"0";"401";"395";"0";"0,000";"0,000";"0,000";"0,000";"1";"0";"0";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,201";"0,201";"0,201"
"213";"";"";"Phaterak";"21/01/2021 15:43:20";"0";"1";"0";"403";"395";"0";"0,000";"0,000";"0,000";"0,000";"2";"0";"0";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,201";"0,201";"0,201"
"214";"";"";"Phaterak";"21/01/2021 15:43:22";"0";"1";"0";"405";"395";"0";"0,000";"0,000";"0,000";"0,000";"2";"0";"0";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,201";"0,201";"0,201"
"215";"";"";"Phaterak";"21/01/2021 15:43:24";"0";"2";"0";"407";"407";"0";"0,000";"0,000";"0,000";"0,000";"2";"12";"0";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,201";"0,201";"0,201"
"216";"";"";"Phaterak";"21/01/2021 15:43:26";"0";"2";"0";"409";"409";"0";"0,000";"0,000";"0,000";"0,000";"2";"2";"0";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,201";"0,201";"0,201"
"217";"";"";"Phaterak";"21/01/2021 15:43:28";"0";"2";"0";"411";"411";"0";"0,000";"0,000";"0,000";"0,000";"2";"2";"0";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,201";"0,201";"0,201"
"218";"";"";"Phaterak";"21/01/2021 15:43:30";"0";"2";"0";"413";"413";"0";"0,000";"0,000";"0,000";"0,000";"2";"2";"0";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,201";"0,201";"0,201"
"219";"";"";"Phaterak";"21/01/2021 15:43:32";"0";"2";"0";"415";"415";"0";"0,000";"0,000";"0,000";"0,000";"2";"2";"0";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,201";"0,201";"0,201"
"220";"";"";"Phaterak";"21/01/2021 15:43:34";"0";"2";"0";"417";"417";"0";"0,000";"0,000";"0,000";"0,000";"2";"2";"0";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,201";"0,201";"0,201"
"221";"";"";"Phaterak";"21/01/2021 15:43:36";"0";"2";"0";"419";"419";"0";"0,000";"0,000";"0,000";"0,000";"2";"2";"0";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,201";"0,201";"0,201"
"222";"";"";"Phaterak";"21/01/2021 15:43:38";"0";"2";"0";"421";"421";"0";"0,000";"0,000";"0,000";"0,000";"2";"2";"0";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,201";"0,201";"0,201"
"223";"";"";"Phaterak";"21/01/2021 15:43:40";"0";"2";"0";"423";"423";"0";"0,000";"0,000";"0,000";"0,000";"2";"2";"0";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,201";"0,201";"0,201"
"224";"";"";"Phaterak";"21/01/2021 15:43:42";"0";"2";"0";"425";"425";"0";"0,000";"0,000";"0,000";"0,000";"2";"2";"0";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,201";"0,201";"0,201"
"225";"";"";"Phaterak";"21/01/2021 15:43:44";"0";"2";"0";"427";"427";"0";"0,000";"0,000";"0,000";"0,000";"2";"2";"0";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,201";"0,201";"0,201"
"226";"";"";"Phaterak";"21/01/2021 15:43:46";"0";"2";"0";"429";"429";"0";"0,000";"0,000";"0,000";"0,000";"2";"2";"0";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,201";"0,201";"0,201"
"227";"";"";"Phaterak";"21/01/2021 15:44:00";"0";"2";"0";"1";"1";"0";"0,000";"0,000";"0,000";"0,000";"1";"1";"0";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,201";"0,201";"0,201"
"228";"";"";"Phaterak";"21/01/2021 15:44:02";"0";"2";"0";"3";"3";"0";"0,000";"0,000";"0,000";"0,000";"2";"2";"0";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,201";"0,201";"0,201"
"229";"";"";"Phaterak";"21/01/2021 15:44:04";"0";"2";"0";"5";"5";"0";"0,000";"0,000";"0,000";"0,000";"2";"2";"0";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,201";"0,201";"0,201"
"230";"";"";"Phaterak";"21/01/2021 15:45:22";"0";"1";"0";"6";"5";"0";"0,000";"0,000";"0,000";"0,000";"1";"0";"0";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,201";"0,201";"0,201"
"231";"";"";"Phaterak";"21/01/2021 15:45:24";"0";"1";"0";"8";"5";"0";"0,000";"0,000";"0,000";"0,000";"2";"0";"0";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,201";"0,201";"0,201"
"232";"";"";"Phaterak";"21/01/2021 15:45:26";"0";"1";"0";"10";"5";"0";"0,000";"0,000";"0,000";"0,000";"2";"0";"0";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,201";"0,201";"0,201"
"233";"";"";"Phaterak";"21/01/2021 15:45:28";"0";"2";"0";"12";"12";"0";"0,000";"0,000";"0,000";"0,000";"2";"7";"0";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,201";"0,201";"0,201"
"234";"";"";"Phaterak";"21/01/2021 15:45:30";"0";"2";"0";"14";"14";"0";"0,000";"0,000";"0,000";"0,000";"2";"2";"0";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,201";"0,201";"0,201"
"235";"";"";"Phaterak";"21/01/2021 15:45:32";"0";"2";"0";"16";"16";"0";"0,000";"0,000";"0,000";"0,000";"2";"2";"0";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,201";"0,201";"0,201"
"236";"";"";"Phaterak";"21/01/2021 15:45:34";"0";"2";"0";"18";"18";"0";"0,000";"0,000";"0,000";"0,000";"2";"2";"0";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,201";"0,201";"0,201"
"237";"";"";"Phaterak";"21/01/2021 15:45:36";"0";"2";"0";"20";"20";"0";"0,000";"0,000";"0,000";"0,000";"2";"2";"0";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,201";"0,201";"0,201"
"238";"";"";"Phaterak";"21/01/2021 15:45:38";"0";"2";"0";"22";"22";"0";"0,000";"0,000";"0,000";"0,000";"2";"2";"0";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,201";"0,201";"0,201"
"239";"";"";"Phaterak";"21/01/2021 15:45:40";"0";"2";"0";"24";"24";"0";"0,000";"0,000";"0,000";"0,000";"2";"2";"0";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,201";"0,201";"0,201"
"240";"";"";"Phaterak";"21/01/2021 15:45:42";"0";"2";"0";"26";"26";"0";"0,000";"0,000";"0,000";"0,000";"2";"2";"0";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,201";"0,201";"0,201"
"241";"";"";"Phaterak";"21/01/2021 15:45:44";"0";"2";"0";"28";"28";"0";"0,000";"0,000";"0,000";"0,000";"2";"2";"0";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,201";"0,201";"0,201"
"242";"";"";"Phaterak";"21/01/2021 15:45:46";"0";"2";"0";"30";"30";"0";"0,000";"0,000";"0,000";"0,000";"2";"2";"0";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,201";"0,201";"0,201"
"243";"";"";"Phaterak";"21/01/2021 15:45:48";"0";"2";"0";"32";"32";"0";"0,000";"0,000";"0,000";"0,000";"2";"2";"0";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,201";"0,201";"0,201"
"244";"";"";"Phaterak";"21/01/2021 15:45:50";"0";"2";"0";"34";"34";"0";"0,000";"0,000";"0,000";"0,000";"2";"2";"0";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,201";"0,201";"0,201"
"245";"";"";"Phaterak";"21/01/2021 15:45:52";"0";"2";"0";"36";"36";"0";"0,000";"0,000";"0,000";"0,000";"2";"2";"0";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,201";"0,201";"0,201"
"246";"";"";"Phaterak";"21/01/2021 15:45:54";"0";"2";"0";"38";"38";"0";"0,000";"0,000";"0,000";"0,000";"2";"2";"0";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,201";"0,201";"0,201"
"247";"";"";"Phaterak";"21/01/2021 15:45:56";"0";"2";"0";"40";"40";"0";"0,000";"0,000";"0,000";"0,000";"2";"2";"0";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,201";"0,201";"0,201"
"248";"";"";"Phaterak";"21/01/2021 15:45:58";"0";"2";"0";"42";"42";"0";"0,000";"0,000";"0,000";"0,000";"2";"2";"0";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,201";"0,201";"0,201"
"249";"";"";"Phaterak";"21/01/2021 15:46:00";"0";"2";"0";"44";"44";"0";"0,000";"0,000";"0,000";"0,000";"2";"2";"0";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,201";"0,201";"0,201"
"250";"";"";"Phaterak";"21/01/2021 15:46:02";"0";"2";"0";"46";"46";"0";"0,000";"0,000";"0,000";"0,000";"2";"2";"0";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,201";"0,201";"0,201"
"251";"";"";"Phaterak";"21/01/2021 15:46:04";"0";"2";"0";"48";"48";"0";"0,000";"0,000";"0,000";"0,000";"2";"2";"0";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,201";"0,201";"0,201"
"252";"";"";"Phaterak";"21/01/2021 15:46:06";"0";"2";"0";"50";"50";"0";"0,000";"0,000";"0,000";"0,000";"2";"2";"0";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,201";"0,201";"0,201"
"253";"";"";"Phaterak";"21/01/2021 15:46:08";"0";"2";"0";"52";"52";"0";"0,000";"0,000";"0,000";"0,000";"2";"2";"0";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,201";"0,201";"0,201"
"254";"";"";"Phaterak";"21/01/2021 15:46:10";"0";"2";"0";"54";"54";"0";"0,000";"0,000";"0,000";"0,000";"2";"2";"0";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,201";"0,201";"0,201"
"255";"";"";"Phaterak";"21/01/2021 15:46:12";"0";"2";"0";"56";"56";"0";"0,000";"0,000";"0,000";"0,000";"2";"2";"0";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,201";"0,201";"0,201"
"256";"";"";"Phaterak";"21/01/2021 15:46:14";"0";"2";"0";"58";"58";"0";"0,000";"0,000";"0,000";"0,000";"2";"2";"0";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,201";"0,201";"0,201"
"257";"";"";"Phaterak";"21/01/2021 15:46:16";"0";"2";"0";"60";"60";"0";"0,000";"0,000";"0,000";"0,000";"2";"2";"0";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,201";"0,201";"0,201"
"258";"";"";"Phaterak";"21/01/2021 15:46:18";"0";"2";"0";"62";"62";"0";"0,000";"0,000";"0,000";"0,000";"2";"2";"0";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,201";"0,201";"0,201"
"259";"";"";"Phaterak";"21/01/2021 15:46:20";"0";"2";"0";"64";"64";"0";"0,000";"0,000";"0,000";"0,000";"2";"2";"0";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,201";"0,201";"0,201"
"260";"";"";"Phaterak";"21/01/2021 15:46:22";"0";"2";"0";"66";"66";"0";"0,000";"0,000";"0,000";"0,000";"2";"2";"0";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,201";"0,201";"0,201"
"261";"";"";"Phaterak";"21/01/2021 15:46:24";"0";"2";"0";"68";"68";"0";"0,000";"0,000";"0,000";"0,000";"2";"2";"0";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,201";"0,201";"0,201"
"262";"";"";"Phaterak";"21/01/2021 15:46:26";"0";"2";"0";"70";"70";"0";"0,000";"0,000";"0,000";"0,000";"2";"2";"0";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,201";"0,201";"0,201"
"263";"";"";"Phaterak";"21/01/2021 15:46:28";"0";"2";"0";"72";"72";"0";"0,000";"0,000";"0,000";"0,000";"2";"2";"0";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,201";"0,201";"0,201"
"264";"";"";"Phaterak";"21/01/2021 15:46:30";"0";"2";"0";"74";"74";"0";"0,000";"0,000";"0,000";"0,000";"2";"2";"0";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,201";"0,201";"0,201"
"265";"";"";"Phaterak";"21/01/2021 15:46:32";"0";"2";"0";"76";"76";"0";"0,000";"0,000";"0,000";"0,000";"2";"2";"0";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,201";"0,201";"0,201"
"266";"";"";"Phaterak";"21/01/2021 15:46:34";"0";"2";"0";"78";"78";"0";"0,000";"0,000";"0,000";"0,000";"2";"2";"0";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,201";"0,201";"0,201"
"267";"";"";"Phaterak";"21/01/2021 15:46:36";"0";"2";"0";"80";"80";"0";"0,000";"0,000";"0,000";"0,000";"2";"2";"0";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,201";"0,201";"0,201"
"268";"";"";"Phaterak";"21/01/2021 15:46:38";"0";"2";"0";"82";"82";"0";"0,000";"0,000";"0,000";"0,000";"2";"2";"0";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,201";"0,201";"0,201"
"269";"";"";"Phaterak";"21/01/2021 15:46:40";"0";"2";"0";"84";"84";"0";"0,000";"0,000";"0,000";"0,000";"2";"2";"0";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,201";"0,201";"0,201"
"270";"";"";"Phaterak";"21/01/2021 15:46:42";"0";"2";"0";"86";"86";"0";"0,000";"0,000";"0,000";"0,000";"2";"2";"0";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,201";"0,201";"0,201"
"271";"";"";"Phaterak";"21/01/2021 15:46:44";"0";"2";"0";"88";"88";"0";"0,000";"0,000";"0,000";"0,000";"2";"2";"0";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,201";"0,201";"0,201"
"272";"";"";"Phaterak";"21/01/2021 15:46:46";"0";"2";"0";"90";"90";"0";"0,000";"0,000";"0,000";"0,000";"2";"2";"0";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,201";"0,201";"0,201"
"273";"";"";"Phaterak";"21/01/2021 15:46:48";"0";"2";"0";"92";"92";"0";"0,000";"0,000";"0,000";"0,000";"2";"2";"0";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,201";"0,201";"0,201"
