,When,Area,FillV,CutV,TotalV,Height,dia,V
0,2021-01-18 09:00:00,194.0,-0.791996,78.5377,77.7457,8,15.220090489160848,484.92308341632514
1,2021-03-03 10:00:00,771.0,-0.966739,739.485,738.519,13,30.927490721199725,3253.727102657493
