,When,T_a,RH,v_a,SW_global,LW_in,p_a,SW_diffuse,SW_direct
26,2020-12-14 06:30:00,-14.65,55.78,0.447,-2.886,162.2,617.279,0,-2.886
27,2020-12-14 06:45:00,-14.76,56.56,0.616,-2.835,162.0,617.352,0,-2.835
28,2020-12-14 07:00:00,-14.67,71.83,0.734,-3.102,161.6,617.425,0,-3.102
29,2020-12-14 07:15:00,-14.93,60.83,0.68,-1.353,161.2,617.488,0,-1.353
30,2020-12-14 07:30:00,-15.18,56.96,0.408,3.323,160.9,617.55,0,3.323
31,2020-12-14 07:45:00,-15.22,60.18,0.576,10.76,160.8,617.613,0,10.76
32,2020-12-14 08:00:00,-14.88,55.74,0.492,53.24,160.9,617.6759999999999,0,53.24
33,2020-12-14 08:15:00,-12.86,50.93,0.419,126.0,161.9,617.766,0,126.0
34,2020-12-14 08:30:00,-10.73,50.72,0.153,166.7,162.5,617.856,0,166.7
35,2020-12-14 08:45:00,-9.74,47.65,0.209,209.3,163.1,617.946,0,209.3
36,2020-12-14 09:00:00,-9.3,47.94,0.277,253.0,162.9,618.035,0,253.0
37,2020-12-14 09:15:00,-7.674,41.38,0.124,297.3,163.3,618.148,0,297.3
38,2020-12-14 09:30:00,-7.562,43.25,0.668,341.0,164.1,618.26,0,341.0
39,2020-12-14 09:45:00,-7.171,39.19,0.6,384.6,165.0,618.373,0,384.6
40,2020-12-14 10:00:00,-6.655,38.46,0.746,425.1,166.6,618.485,0,425.1
41,2020-12-14 10:15:00,-5.604,33.55,0.491,464.7,168.1,618.467,0,464.7
42,2020-12-14 10:30:00,-5.068,28.7,0.617,498.9,170.3,618.448,0,498.9
43,2020-12-14 10:45:00,-3.719,28.13,0.384,530.7,171.9,618.43,0,530.7
44,2020-12-14 11:00:00,-3.141,26.15,0.589,563.7,173.8,618.4119999999999,0,563.7
45,2020-12-14 11:15:00,-2.968,25.32,0.7,488.4,183.6,618.2919999999999,0,488.4
46,2020-12-14 11:30:00,-2.568,24.39,0.753,488.0,187.7,618.172,0,488.0
47,2020-12-14 11:45:00,-1.658,23.07,0.408,546.9,188.7,618.053,0,546.9
48,2020-12-14 12:00:00,-0.717,21.92,0.675,672.7,191.4,617.933,0,672.7
49,2020-12-14 12:15:00,-0.406,20.09,0.513,620.8,187.2,617.849,0,620.8
50,2020-12-14 12:30:00,0.19,20.64,0.727,619.9,189.0,617.764,0,619.9
51,2020-12-14 12:45:00,0.752,19.41,0.677,699.3,190.9,617.68,0,699.3
52,2020-12-14 13:00:00,1.3,15.93,0.638,650.0,192.2,617.595,0,650.0
53,2020-12-14 13:15:00,1.716,14.09,0.779,609.0,190.7,617.5219999999999,0,609.0
54,2020-12-14 13:30:00,2.429,13.65,0.877,513.4,189.6,617.4490000000001,0,513.4
55,2020-12-14 13:45:00,2.67,12.64,0.957,438.0,189.6,617.376,0,438.0
56,2020-12-14 14:00:00,2.528,13.3,1.114,371.5,191.0,617.303,0,371.5
57,2020-12-14 14:15:00,2.242,11.91,0.698,334.2,195.5,617.2919999999999,0,334.2
58,2020-12-14 14:30:00,2.722,11.58,0.955,355.3,197.1,617.28,0,355.3
59,2020-12-14 14:45:00,3.04,11.54,0.55,317.0,200.4,617.269,0,317.0
60,2020-12-14 15:00:00,3.219,11.62,0.658,282.0,198.1,617.258,0,282.0
61,2020-12-14 15:15:00,3.108,11.47,0.498,252.9,197.3,617.266,0,252.9
62,2020-12-14 15:30:00,3.3,11.2,0.494,276.5,194.2,617.274,0,276.5
63,2020-12-14 15:45:00,3.216,11.89,0.931,186.5,190.9,617.283,0,186.5
64,2020-12-14 16:00:00,2.574,12.04,1.385,161.2,189.5,617.2909999999999,0,161.2
65,2020-12-14 16:15:00,2.28,14.14,1.911,94.0,187.3,617.274,0,94.0
66,2020-12-14 16:30:00,1.46,14.45,1.011,36.42,186.8,617.258,0,36.42
67,2020-12-14 16:45:00,0.518,14.79,0.129,22.96,186.1,617.241,0,22.96
68,2020-12-14 17:00:00,-0.28,15.88,0.044,12.29,183.9,617.224,0,12.29
69,2020-12-14 17:15:00,-0.846,17.95,0.016,1.841,181.7,617.243,0,1.841
70,2020-12-14 17:30:00,-1.272,16.48,0.096,-3.034,181.4,617.261,0,-3.034
71,2020-12-14 17:45:00,-1.716,16.78,0.32,-4.361,180.9,617.279,0,-4.361
72,2020-12-14 18:00:00,-2.51,17.25,0.592,-4.393,181.1,617.298,0,-4.393
73,2020-12-14 18:15:00,-3.169,17.5,0.468,-3.871,185.1,617.349,0,-3.871
74,2020-12-14 18:30:00,-3.334,17.42,0.889,-3.805,186.2,617.4,0,-3.805
75,2020-12-14 18:45:00,-3.683,19.51,0.375,-3.684,191.3,617.452,0,-3.684
76,2020-12-14 19:00:00,-3.802,25.93,0.653,-3.626,192.0,617.504,0,-3.626
77,2020-12-14 19:15:00,-4.111,24.98,0.34,-3.413,194.7,617.549,0,-3.413
78,2020-12-14 19:30:00,-4.718,20.58,0.147,-3.231,197.3,617.594,0,-3.231
79,2020-12-14 19:45:00,-4.855,31.28,0.155,-3.866,187.7,617.639,0,-3.866
80,2020-12-14 20:00:00,-5.233,25.25,0.126,-3.501,186.2,617.684,0,-3.501
81,2020-12-14 20:15:00,-5.644,29.86,0.685,-3.619,185.6,617.691,0,-3.619
82,2020-12-14 20:30:00,-5.712,25.09,0.411,-3.537,185.7,617.698,0,-3.537
83,2020-12-14 20:45:00,-5.922,30.14,0.284,-3.193,190.7,617.705,0,-3.193
84,2020-12-14 21:00:00,-6.105,29.97,1.187,-3.424,188.6,617.7130000000001,0,-3.424
85,2020-12-14 21:15:00,-6.143,30.39,0.882,-2.954,197.9,617.757,0,-2.954
86,2020-12-14 21:30:00,-6.283,25.98,0.657,-2.592,209.2,617.8009999999999,0,-2.592
87,2020-12-14 21:45:00,-6.509,36.7,1.611,-2.707,212.4,617.845,0,-2.707
88,2020-12-14 22:00:00,-6.707,28.67,1.079,-2.159,221.8,617.889,0,-2.159
89,2020-12-14 22:15:00,-6.356,29.13,1.347,-1.93,227.6,617.886,0,-1.93
90,2020-12-14 22:30:00,-6.156,31.02,1.552,-2.159,228.3,617.883,0,-2.159
91,2020-12-14 22:45:00,-6.14,27.46,1.586,-2.112,228.8,617.881,0,-2.112
92,2020-12-14 23:00:00,-6.126,31.12,1.454,-2.283,224.5,617.878,0,-2.283
93,2020-12-14 23:15:00,-6.158,35.47,0.21,-2.188,227.5,617.813,0,-2.188
94,2020-12-14 23:30:00,-6.234,35.34,1.16,-2.149,224.6,617.749,0,-2.149
95,2020-12-14 23:45:00,-6.409,34.86,1.435,-2.028,228.0,617.685,0,-2.028
96,2020-12-15 00:00:00,-6.5,36.89,1.268,-1.968,231.9,617.621,0,-1.968
97,2020-12-15 00:15:00,-6.545,35.55,1.276,-1.899,231.9,617.606,0,-1.899
98,2020-12-15 00:30:00,-6.556,37.75,1.412,-1.803,234.8,617.591,0,-1.803
99,2020-12-15 00:45:00,-6.461,32.2,1.348,-1.556,240.6,617.576,0,-1.556
100,2020-12-15 01:00:00,-5.973,33.79,1.206,-1.467,242.5,617.562,0,-1.467
101,2020-12-15 01:15:00,-6.249,32.96,1.647,-1.598,242.2,617.521,0,-1.598
102,2020-12-15 01:30:00,-6.355,37.27,1.38,-1.577,242.0,617.48,0,-1.577
103,2020-12-15 01:45:00,-6.103,33.43,1.132,-1.471,242.2,617.439,0,-1.471
104,2020-12-15 02:00:00,-5.747,36.12,0.704,-1.51,243.9,617.398,0,-1.51
105,2020-12-15 02:15:00,-6.067,33.04,1.144,-1.51,243.7,617.372,0,-1.51
106,2020-12-15 02:30:00,-6.109,35.28,0.685,-1.549,244.9,617.345,0,-1.549
107,2020-12-15 02:45:00,-6.111,34.46,0.945,-1.467,242.3,617.319,0,-1.467
108,2020-12-15 03:00:00,-6.194,34.37,1.102,-1.742,238.8,617.2919999999999,0,-1.742
109,2020-12-15 03:15:00,-5.932,39.18,0.636,-1.587,239.5,617.281,0,-1.587
110,2020-12-15 03:30:00,-6.24,34.35,0.739,-1.81,237.2,617.269,0,-1.81
111,2020-12-15 03:45:00,-6.212,35.64,1.199,-1.784,238.4,617.258,0,-1.784
112,2020-12-15 04:00:00,-6.375,36.49,1.179,-1.576,241.8,617.246,0,-1.576
113,2020-12-15 04:15:00,-6.191,37.63,1.065,-1.689,235.7,617.261,0,-1.689
114,2020-12-15 04:30:00,-6.169,36.83,0.658,-1.847,234.2,617.276,0,-1.847
115,2020-12-15 04:45:00,-6.37,37.74,1.002,-1.989,229.6,617.2919999999999,0,-1.989
116,2020-12-15 05:00:00,-6.666,37.78,0.89,-1.716,234.4,617.307,0,-1.716
117,2020-12-15 05:15:00,-6.805,36.99,0.652,-2.079,225.3,617.3340000000001,0,-2.079
118,2020-12-15 05:30:00,-6.976,39.76,0.856,-2.31,218.2,617.362,0,-2.31
119,2020-12-15 05:45:00,-7.093,39.0,0.958,-2.249,216.5,617.39,0,-2.249
120,2020-12-15 06:00:00,-7.269,37.27,1.001,-2.148,221.3,617.418,0,-2.148
121,2020-12-15 06:15:00,-7.512,38.48,0.9,-2.378,218.4,617.474,0,-2.378
122,2020-12-15 06:30:00,-8.08,38.49,0.528,-2.78,200.1,617.53,0,-2.78
123,2020-12-15 06:45:00,-8.35,39.25,0.38,-2.334,207.2,617.586,0,-2.334
124,2020-12-15 07:00:00,-8.57,40.56,0.759,-2.052,211.9,617.6419999999999,0,-2.052
125,2020-12-15 07:15:00,-8.48,46.97,1.156,-1.23,203.3,617.695,0,-1.23
126,2020-12-15 07:30:00,-8.69,38.98,1.175,2.956,194.8,617.749,0,2.956
127,2020-12-15 07:45:00,-9.03,38.43,0.717,18.84,199.0,617.802,0,18.84
128,2020-12-15 08:00:00,-8.95,38.7,0.534,38.93,196.3,617.855,0,38.93
129,2020-12-15 08:15:00,-8.53,39.66,0.483,63.88,212.8,617.935,0,63.88
130,2020-12-15 08:30:00,-8.17,42.88,0.214,93.9,216.3,618.015,0,93.9
131,2020-12-15 08:45:00,-7.449,41.63,0.077,109.0,211.0,618.095,0,109.0
132,2020-12-15 09:00:00,-6.847,40.95,0.058,128.0,219.0,618.175,0,128.0
133,2020-12-15 09:15:00,-6.248,39.04,0.107,165.6,220.6,618.201,0,165.6
134,2020-12-15 09:30:00,-5.277,38.6,0.094,202.3,232.6,618.2280000000001,0,202.3
135,2020-12-15 09:45:00,-4.327,37.4,0.307,257.1,236.5,618.254,0,257.1
136,2020-12-15 10:00:00,-3.853,35.37,0.479,263.3,234.0,618.28,0,263.3
137,2020-12-15 10:15:00,-3.17,32.17,0.817,309.9,238.8,618.275,0,309.9
138,2020-12-15 10:30:00,-2.286,30.05,1.304,289.6,245.2,618.27,0,289.6
139,2020-12-15 10:45:00,-1.563,27.74,1.109,297.0,249.2,618.265,0,297.0
140,2020-12-15 11:00:00,-1.342,27.81,1.571,324.1,249.4,618.26,0,324.1
141,2020-12-15 11:15:00,-0.716,27.45,1.716,348.1,244.7,618.154,0,348.1
142,2020-12-15 11:30:00,-0.119,25.48,1.042,322.7,241.4,618.049,0,322.7
143,2020-12-15 11:45:00,0.223,25.32,1.537,330.8,246.3,617.943,0,330.8
144,2020-12-15 12:00:00,1.003,23.2,1.026,328.1,247.1,617.8380000000001,0,328.1
145,2020-12-15 12:15:00,1.509,21.58,1.047,309.6,249.8,617.78,0,309.6
146,2020-12-15 12:30:00,1.855,21.55,0.492,309.6,252.9,617.722,0,309.6
147,2020-12-15 12:45:00,2.053,20.36,1.072,312.1,253.4,617.664,0,312.1
148,2020-12-15 13:00:00,2.116,21.68,0.995,280.3,254.8,617.606,0,280.3
149,2020-12-15 13:15:00,2.117,21.56,0.86,325.5,258.0,617.561,0,325.5
150,2020-12-15 13:30:00,2.245,21.34,1.195,263.7,254.2,617.516,0,263.7
151,2020-12-15 13:45:00,1.994,21.36,1.109,289.9,259.8,617.47,0,289.9
152,2020-12-15 14:00:00,2.067,22.76,1.301,230.5,257.0,617.425,0,230.5
153,2020-12-15 14:15:00,1.818,22.63,1.174,222.4,258.7,617.437,0,222.4
154,2020-12-15 14:30:00,2.01,23.1,0.661,206.4,257.8,617.448,0,206.4
155,2020-12-15 14:45:00,1.97,23.09,1.756,211.0,254.9,617.46,0,211.0
156,2020-12-15 15:00:00,1.826,23.74,1.47,216.8,253.7,617.471,0,216.8
157,2020-12-15 15:15:00,1.875,22.75,1.459,166.2,246.6,617.451,0,166.2
158,2020-12-15 15:30:00,1.589,23.72,1.023,141.0,250.7,617.43,0,141.0
159,2020-12-15 15:45:00,1.426,24.03,1.319,111.5,249.0,617.409,0,111.5
160,2020-12-15 16:00:00,1.287,23.69,1.037,82.6,249.3,617.389,0,82.6
161,2020-12-15 16:15:00,1.154,24.55,0.941,62.07,248.3,617.318,0,62.07
162,2020-12-15 16:30:00,0.867,26.8,2.068,41.3,250.4,617.247,0,41.3
163,2020-12-15 16:45:00,0.577,26.37,1.904,29.54,243.4,617.1759999999999,0,29.54
164,2020-12-15 17:00:00,0.396,27.73,1.548,12.58,243.8,617.106,0,12.58
165,2020-12-15 17:15:00,0.133,28.66,1.075,2.099,247.1,617.1519999999999,0,2.099
166,2020-12-15 17:30:00,-0.071,28.16,0.92,-1.664,237.1,617.198,0,-1.664
167,2020-12-15 17:45:00,-0.312,28.24,1.48,-2.229,238.5,617.244,0,-2.229
168,2020-12-15 18:00:00,-0.374,28.94,1.566,-2.404,232.5,617.29,0,-2.404
169,2020-12-15 18:15:00,-0.477,28.9,0.804,-3.064,223.7,617.371,0,-3.064
170,2020-12-15 18:30:00,-1.026,29.02,0.44,-3.874,210.9,617.452,0,-3.874
171,2020-12-15 18:45:00,-1.615,32.89,1.098,-3.443,213.7,617.533,0,-3.443
172,2020-12-15 19:00:00,-1.889,30.87,1.733,-3.627,208.0,617.614,0,-3.627
173,2020-12-15 19:15:00,-2.429,32.14,1.081,-3.928,204.6,617.641,0,-3.928
174,2020-12-15 19:30:00,-2.668,34.91,0.685,-3.638,203.2,617.668,0,-3.638
175,2020-12-15 19:45:00,-3.267,33.52,0.695,-3.658,197.0,617.696,0,-3.658
176,2020-12-15 20:00:00,-3.888,37.33,0.557,-3.369,201.5,617.7230000000001,0,-3.369
177,2020-12-15 20:15:00,-4.018,34.56,1.004,-3.459,196.3,617.71,0,-3.459
178,2020-12-15 20:30:00,-4.427,36.25,0.632,-3.708,192.0,617.697,0,-3.708
179,2020-12-15 20:45:00,-5.031,36.88,0.547,-3.708,191.3,617.685,0,-3.708
180,2020-12-15 21:00:00,-5.504,37.32,0.47,-3.295,189.5,617.672,0,-3.295
181,2020-12-15 21:15:00,-5.726,37.87,0.354,-3.457,189.7,617.724,0,-3.457
182,2020-12-15 21:30:00,-6.095,39.6,0.434,-3.525,187.2,617.776,0,-3.525
183,2020-12-15 21:45:00,-6.257,41.95,0.421,-3.375,187.0,617.828,0,-3.375
184,2020-12-15 22:00:00,-6.518,39.33,0.106,-3.121,188.2,617.88,0,-3.121
185,2020-12-15 22:15:00,-6.703,38.78,0.375,-3.198,187.9,617.856,0,-3.198
186,2020-12-15 22:30:00,-6.923,41.29,0.246,-2.948,186.3,617.8330000000001,0,-2.948
187,2020-12-15 22:45:00,-6.957,38.11,0.33,-3.111,184.2,617.809,0,-3.111
188,2020-12-15 23:00:00,-7.131,42.48,0.467,-3.037,185.2,617.786,0,-3.037
189,2020-12-15 23:15:00,-7.217,34.52,0.422,-3.283,180.4,617.686,0,-3.283
190,2020-12-15 23:30:00,-7.544,34.18,0.919,-3.37,179.0,617.587,0,-3.37
191,2020-12-15 23:45:00,-7.715,35.69,0.738,-3.466,177.8,617.487,0,-3.466
192,2020-12-16 00:00:00,-7.659,33.83,0.648,-3.214,177.7,617.388,0,-3.214
193,2020-12-16 00:15:00,-7.795,35.38,0.334,-3.237,176.6,617.336,0,-3.237
194,2020-12-16 00:30:00,-7.97,38.48,0.819,-3.259,175.4,617.284,0,-3.259
195,2020-12-16 00:45:00,-8.21,32.5,0.233,-3.406,174.7,617.232,0,-3.406
196,2020-12-16 01:00:00,-8.87,36.58,0.771,-3.264,173.7,617.181,0,-3.264
197,2020-12-16 01:15:00,-9.2,34.6,0.596,-3.305,173.6,617.195,0,-3.305
198,2020-12-16 01:30:00,-9.25,36.79,0.676,-3.301,172.9,617.21,0,-3.301
199,2020-12-16 01:45:00,-9.51,35.26,0.751,-3.221,172.2,617.225,0,-3.221
200,2020-12-16 02:00:00,-9.85,35.91,0.69,-3.286,172.2,617.24,0,-3.286
201,2020-12-16 02:15:00,-10.29,35.73,1.383,-3.065,171.3,617.188,0,-3.065
202,2020-12-16 02:30:00,-10.33,36.78,0.655,-3.385,171.3,617.136,0,-3.385
203,2020-12-16 02:45:00,-10.34,38.69,0.488,-2.913,170.7,617.0840000000001,0,-2.913
204,2020-12-16 03:00:00,-10.56,40.24,0.496,-3.17,170.5,617.0319999999999,0,-3.17
205,2020-12-16 03:15:00,-10.99,39.0,0.298,-3.313,170.5,616.974,0,-3.313
206,2020-12-16 03:30:00,-11.14,40.1,0.497,-3.07,169.9,616.9159999999999,0,-3.07
207,2020-12-16 03:45:00,-11.17,38.48,0.571,-2.827,169.6,616.859,0,-2.827
208,2020-12-16 04:00:00,-11.33,45.79,0.255,-3.025,169.7,616.8009999999999,0,-3.025
209,2020-12-16 04:15:00,-11.29,39.61,0.198,-2.868,169.4,616.74,0,-2.868
210,2020-12-16 04:30:00,-11.43,43.29,0.336,-2.902,169.1,616.68,0,-2.902
211,2020-12-16 04:45:00,-11.46,42.55,0.089,-2.584,168.8,616.619,0,-2.584
212,2020-12-16 05:00:00,-11.59,46.39,0.663,-2.844,168.8,616.558,0,-2.844
213,2020-12-16 05:15:00,-11.76,45.94,0.549,-2.99,168.4,616.57,0,-2.99
214,2020-12-16 05:30:00,-11.69,42.65,0.776,-2.999,168.5,616.581,0,-2.999
215,2020-12-16 05:45:00,-11.52,59.16,0.628,-2.953,168.0,616.5930000000001,0,-2.953
216,2020-12-16 06:00:00,-11.91,57.06,0.832,-3.211,167.6,616.605,0,-3.211
217,2020-12-16 06:15:00,-11.94,57.87,1.598,-3.428,167.3,616.661,0,-3.428
218,2020-12-16 06:30:00,-12.03,58.1,0.654,-3.262,167.1,616.717,0,-3.262
219,2020-12-16 06:45:00,-11.98,54.46,0.722,-2.958,167.2,616.773,0,-2.958
220,2020-12-16 07:00:00,-11.99,65.71,1.007,-3.122,166.7,616.83,0,-3.122
221,2020-12-16 07:15:00,-12.54,54.63,1.175,-1.963,166.3,616.872,0,-1.963
222,2020-12-16 07:30:00,-12.51,60.64,1.631,2.428,165.8,616.915,0,2.428
223,2020-12-16 07:45:00,-12.63,64.76,1.744,9.35,165.4,616.9580000000001,0,9.35
224,2020-12-16 08:00:00,-12.63,64.88,1.445,47.15,165.2,617.0,0,47.15
225,2020-12-16 08:15:00,-11.21,49.69,1.242,126.6,165.9,617.091,0,126.6
226,2020-12-16 08:30:00,-9.33,45.53,0.672,168.6,166.3,617.183,0,168.6
227,2020-12-16 08:45:00,-7.828,39.5,0.32,210.2,166.2,617.274,0,210.2
228,2020-12-16 09:00:00,-7.645,37.6,0.768,252.6,166.5,617.365,0,252.6
229,2020-12-16 09:15:00,-6.981,36.82,0.738,298.8,166.3,617.415,0,298.8
230,2020-12-16 09:30:00,-5.943,35.81,0.622,339.5,167.4,617.466,0,339.5
231,2020-12-16 09:45:00,-5.015,33.14,0.545,382.7,169.3,617.516,0,382.7
232,2020-12-16 10:00:00,-4.273,30.4,0.412,423.4,170.9,617.566,0,423.4
233,2020-12-16 10:15:00,-3.45,28.14,0.857,461.2,171.8,617.533,0,461.2
234,2020-12-16 10:30:00,-3.019,27.29,1.27,495.8,173.6,617.499,0,495.8
235,2020-12-16 10:45:00,-2.263,25.19,1.138,528.4,174.8,617.465,0,528.4
236,2020-12-16 11:00:00,-1.266,20.98,0.872,557.0,176.6,617.432,0,557.0
237,2020-12-16 11:15:00,-0.969,22.84,1.503,580.4,177.0,617.315,0,580.4
238,2020-12-16 11:30:00,0.022,19.68,0.957,606.9,177.6,617.198,0,606.9
239,2020-12-16 11:45:00,0.865,18.43,0.95,622.9,178.4,617.081,0,622.9
240,2020-12-16 12:00:00,0.914,16.49,1.25,635.4,180.3,616.964,0,635.4
241,2020-12-16 12:15:00,1.075,17.03,1.482,622.4,179.5,616.779,0,622.4
242,2020-12-16 12:30:00,1.492,14.91,1.315,652.9,181.4,616.5930000000001,0,652.9
243,2020-12-16 12:45:00,1.857,15.3,1.051,644.8,182.5,616.4069999999999,0,644.8
244,2020-12-16 13:00:00,2.115,12.71,1.346,637.7,181.3,616.222,0,637.7
245,2020-12-16 13:15:00,2.206,10.34,1.804,625.7,179.7,616.188,0,625.7
246,2020-12-16 13:30:00,2.813,11.9,1.086,607.1,179.6,616.155,0,607.1
247,2020-12-16 13:45:00,2.885,8.2,1.982,587.4,178.1,616.121,0,587.4
248,2020-12-16 14:00:00,2.99,7.738,1.986,562.8,177.7,616.0880000000001,0,562.8
249,2020-12-16 14:15:00,2.91,7.995,2.875,533.3,176.1,616.1469999999999,0,533.3
250,2020-12-16 14:30:00,2.639,7.382,2.44,503.4,176.2,616.206,0,503.4
251,2020-12-16 14:45:00,2.524,7.976,4.034,466.0,175.2,616.265,0,466.0
252,2020-12-16 15:00:00,2.459,7.579,3.015,425.7,175.5,616.3240000000001,0,425.7
253,2020-12-16 15:15:00,2.501,7.435,2.545,383.6,175.4,616.368,0,383.6
254,2020-12-16 15:30:00,2.551,7.912,2.163,339.2,175.3,616.411,0,339.2
255,2020-12-16 15:45:00,2.637,7.786,1.99,292.0,175.3,616.4540000000001,0,292.0
256,2020-12-16 16:00:00,2.325,8.45,2.621,245.7,174.8,616.497,0,245.7
257,2020-12-16 16:15:00,1.96,7.807,1.614,132.4,174.1,616.501,0,132.4
258,2020-12-16 16:30:00,0.641,8.11,3.671,19.95,173.2,616.505,0,19.95
259,2020-12-16 16:45:00,0.081,8.51,3.512,13.83,172.7,616.508,0,13.83
260,2020-12-16 17:00:00,-0.08,8.97,2.397,8.07,172.6,616.512,0,8.07
261,2020-12-16 17:15:00,-0.356,9.1,2.312,1.962,172.5,616.654,0,1.962
262,2020-12-16 17:30:00,-0.424,9.29,2.107,-3.022,171.8,616.7959999999999,0,-3.022
263,2020-12-16 17:45:00,-0.793,10.49,2.087,-4.31,170.6,616.937,0,-4.31
264,2020-12-16 18:00:00,-1.051,10.61,1.506,-4.614,170.9,617.0790000000001,0,-4.614
265,2020-12-16 18:15:00,-1.386,12.52,1.377,-4.797,170.9,617.146,0,-4.797
266,2020-12-16 18:30:00,-1.74,13.11,2.106,-4.155,171.2,617.2130000000001,0,-4.155
267,2020-12-16 18:45:00,-1.962,13.23,1.415,-4.375,171.8,617.28,0,-4.375
268,2020-12-16 19:00:00,-2.018,14.35,1.553,-4.443,172.0,617.346,0,-4.443
269,2020-12-16 19:15:00,-2.128,14.47,2.089,-3.993,172.1,617.413,0,-3.993
270,2020-12-16 19:30:00,-2.284,15.94,2.221,-3.891,172.0,617.479,0,-3.891
271,2020-12-16 19:45:00,-2.435,16.62,2.072,-4.063,172.0,617.5459999999999,0,-4.063
272,2020-12-16 20:00:00,-2.462,16.08,2.624,-3.721,172.0,617.612,0,-3.721
273,2020-12-16 20:15:00,-2.6,16.55,2.321,-4.088,172.0,617.686,0,-4.088
274,2020-12-16 20:30:00,-2.727,16.73,2.306,-3.943,171.9,617.76,0,-3.943
275,2020-12-16 20:45:00,-3.068,17.25,1.955,-4.246,171.9,617.8340000000001,0,-4.246
276,2020-12-16 21:00:00,-3.183,17.88,1.613,-4.136,171.8,617.908,0,-4.136
277,2020-12-16 21:15:00,-3.426,18.58,1.607,-4.009,171.7,617.969,0,-4.009
278,2020-12-16 21:30:00,-3.515,19.13,2.193,-3.701,171.7,618.03,0,-3.701
279,2020-12-16 21:45:00,-3.578,18.94,2.173,-4.016,171.5,618.092,0,-4.016
280,2020-12-16 22:00:00,-3.794,20.02,2.575,-3.867,171.2,618.153,0,-3.867
281,2020-12-16 22:15:00,-3.879,20.43,3.322,-3.609,171.0,618.198,0,-3.609
282,2020-12-16 22:30:00,-4.125,20.36,2.415,-3.621,170.9,618.242,0,-3.621
283,2020-12-16 22:45:00,-4.238,22.46,2.689,-3.357,170.8,618.2869999999999,0,-3.357
284,2020-12-16 23:00:00,-4.387,21.1,2.427,-3.559,170.6,618.332,0,-3.559
285,2020-12-16 23:15:00,-4.83,21.2,2.374,-3.4,170.3,618.328,0,-3.4
286,2020-12-16 23:30:00,-4.806,22.04,2.814,-3.514,170.2,618.325,0,-3.514
287,2020-12-16 23:45:00,-4.76,21.91,3.004,-3.588,170.1,618.321,0,-3.588
288,2020-12-17 00:00:00,-4.851,22.36,2.308,-3.432,170.1,618.318,0,-3.432
289,2020-12-17 00:15:00,-4.982,22.85,2.144,-3.592,170.0,618.308,0,-3.592
290,2020-12-17 00:30:00,-5.18,23.19,1.825,-3.582,169.8,618.298,0,-3.582
291,2020-12-17 00:45:00,-5.265,23.1,2.016,-3.574,169.8,618.289,0,-3.574
