,When,T_a,RH,v_a,SW_global,LW_in,p_a,SW_diffuse,SW_direct
2024,2021-01-04 02:00:00,-5.691,61.31,1.67,-3.269,188.1,622.547,0,-3.269
2025,2021-01-04 02:15:00,-5.86,61.6,1.269,-3.141,187.8,622.558,0,-3.141
2026,2021-01-04 02:30:00,-5.922,61.14,1.722,-3.367,187.5,622.568,0,-3.367
2027,2021-01-04 02:45:00,-6.163,62.15,1.685,-3.416,187.0,622.5790000000001,0,-3.416
2028,2021-01-04 03:00:00,-6.64,67.52,1.13,-3.845,186.3,622.59,0,-3.845
2029,2021-01-04 03:15:00,-7.94,70.95,1.274,-3.378,185.1,622.549,0,-3.378
2030,2021-01-04 03:30:00,-8.46,71.85,0.911,-3.001,184.7,622.508,0,-3.001
2031,2021-01-04 03:45:00,-8.53,72.24,1.915,-3.061,184.1,622.4680000000001,0,-3.061
2032,2021-01-04 04:00:00,-8.66,72.54,1.402,-3.215,183.8,622.427,0,-3.215
2033,2021-01-04 04:15:00,-8.79,72.81,1.688,-3.314,183.0,622.476,0,-3.314
2034,2021-01-04 04:30:00,-9.52,74.93,1.896,-3.207,182.2,622.524,0,-3.207
2035,2021-01-04 04:45:00,-9.74,77.37,1.555,-3.102,181.6,622.573,0,-3.102
2036,2021-01-04 05:00:00,-9.8,77.0,1.568,-3.177,181.4,622.622,0,-3.177
2037,2021-01-04 05:15:00,-10.57,79.39,1.679,-3.161,180.1,622.761,0,-3.161
2038,2021-01-04 05:30:00,-10.98,80.9,1.423,-3.0,179.4,622.901,0,-3.0
2039,2021-01-04 05:45:00,-11.27,81.8,1.007,-3.018,179.0,623.0409999999999,0,-3.018
2040,2021-01-04 06:00:00,-11.63,82.6,0.875,-2.936,178.5,623.181,0,-2.936
2041,2021-01-04 06:15:00,-11.9,81.9,0.761,-2.903,178.0,623.26,0,-2.903
2042,2021-01-04 06:30:00,-12.25,81.1,0.82,-2.818,177.3,623.339,0,-2.818
2043,2021-01-04 06:45:00,-12.5,79.31,0.656,-2.832,176.9,623.418,0,-2.832
2044,2021-01-04 07:00:00,-12.93,80.5,0.464,-2.569,176.8,623.497,0,-2.569
2045,2021-01-04 07:15:00,-12.99,80.6,0.456,-2.229,176.6,623.615,0,-2.229
2046,2021-01-04 07:30:00,-13.07,81.9,0.414,0.391,176.4,623.7330000000001,0,0.391
2047,2021-01-04 07:45:00,-13.15,86.1,0.926,6.541,176.0,623.851,0,6.541
2048,2021-01-04 08:00:00,-13.18,84.1,1.09,16.39,175.7,623.969,0,16.39
2049,2021-01-04 08:15:00,-12.4,80.0,0.576,86.3,176.2,624.154,0,86.3
2050,2021-01-04 08:30:00,-10.71,72.27,0.395,133.8,177.5,624.34,0,133.8
2051,2021-01-04 08:45:00,-9.54,65.85,0.167,173.8,177.4,624.526,0,173.8
2052,2021-01-04 09:00:00,-8.26,62.49,0.081,216.0,176.8,624.712,0,216.0
2053,2021-01-04 09:15:00,-8.05,63.0,0.415,259.8,177.2,624.743,0,259.8
2054,2021-01-04 09:30:00,-7.396,60.22,0.336,303.2,178.1,624.774,0,303.2
2055,2021-01-04 09:45:00,-6.973,59.22,0.622,343.5,178.7,624.806,0,343.5
2056,2021-01-04 10:00:00,-6.335,57.43,0.602,386.6,179.8,624.837,0,386.6
2057,2021-01-04 10:15:00,-5.577,54.23,0.512,426.7,182.1,624.845,0,426.7
2058,2021-01-04 10:30:00,-4.801,50.8,0.402,461.9,184.3,624.854,0,461.9
2059,2021-01-04 10:45:00,-4.125,49.77,0.655,497.6,185.6,624.862,0,497.6
2060,2021-01-04 11:00:00,-3.146,46.77,0.747,529.8,186.8,624.871,0,529.8
2061,2021-01-04 11:15:00,-2.613,45.31,0.81,557.6,188.9,624.751,0,557.6
2062,2021-01-04 11:30:00,-1.996,44.3,0.754,573.9,190.2,624.632,0,573.9
2063,2021-01-04 11:45:00,-1.795,43.33,0.769,572.9,191.7,624.512,0,572.9
2064,2021-01-04 12:00:00,-1.352,43.59,1.049,592.3,192.7,624.3919999999999,0,592.3
2065,2021-01-04 12:15:00,-1.334,41.24,0.86,539.2,194.2,624.265,0,539.2
2066,2021-01-04 12:30:00,-0.515,39.03,0.695,604.0,196.2,624.138,0,604.0
2067,2021-01-04 12:45:00,-0.093,38.57,0.866,532.4,197.0,624.011,0,532.4
2068,2021-01-04 13:00:00,0.091,36.25,0.964,558.5,198.7,623.883,0,558.5
2069,2021-01-04 13:15:00,0.59,36.27,1.026,546.3,200.7,623.771,0,546.3
2070,2021-01-04 13:30:00,0.452,37.03,1.286,335.1,205.3,623.659,0,335.1
2071,2021-01-04 13:45:00,0.411,35.69,1.565,464.8,208.7,623.547,0,464.8
2072,2021-01-04 14:00:00,1.119,33.45,0.691,467.0,213.5,623.435,0,467.0
2073,2021-01-04 14:15:00,1.549,32.85,0.848,368.0,209.3,623.41,0,368.0
2074,2021-01-04 14:30:00,1.678,31.78,0.33,384.7,212.9,623.385,0,384.7
2075,2021-01-04 14:45:00,2.546,31.3,0.811,478.6,213.1,623.36,0,478.6
2076,2021-01-04 15:00:00,3.054,29.5,0.901,454.5,213.7,623.335,0,454.5
2077,2021-01-04 15:15:00,3.028,29.97,0.768,445.7,211.3,623.328,0,445.7
2078,2021-01-04 15:30:00,3.26,29.06,0.987,364.4,212.5,623.32,0,364.4
2079,2021-01-04 15:45:00,3.048,28.9,0.994,348.6,215.4,623.312,0,348.6
2080,2021-01-04 16:00:00,2.994,29.51,1.212,301.5,215.4,623.305,0,301.5
2081,2021-01-04 16:15:00,2.34,30.29,1.609,242.9,216.9,623.3380000000001,0,242.9
2082,2021-01-04 16:30:00,2.432,29.61,1.349,155.9,226.1,623.372,0,155.9
2083,2021-01-04 16:45:00,1.936,30.81,1.032,65.31,225.8,623.406,0,65.31
2084,2021-01-04 17:00:00,1.592,29.99,0.749,45.69,223.2,623.44,0,45.69
2085,2021-01-04 17:15:00,1.03,31.62,0.205,23.73,222.3,623.533,0,23.73
2086,2021-01-04 17:30:00,0.31,34.41,0.154,2.379,219.8,623.627,0,2.379
2087,2021-01-04 17:45:00,-0.201,34.79,0.191,-2.247,223.4,623.721,0,-2.247
2088,2021-01-04 18:00:00,-0.173,35.92,0.579,-3.005,215.9,623.815,0,-3.005
2089,2021-01-04 18:15:00,-0.185,36.09,1.173,-3.001,207.3,623.896,0,-3.001
2090,2021-01-04 18:30:00,-0.331,37.5,1.506,-3.03,202.1,623.977,0,-3.03
2091,2021-01-04 18:45:00,-0.471,38.27,2.376,-3.158,200.8,624.058,0,-3.158
2092,2021-01-04 19:00:00,-0.802,39.59,2.074,-3.194,197.1,624.139,0,-3.194
2093,2021-01-04 19:15:00,-0.975,39.98,2.583,-3.122,195.5,624.172,0,-3.122
2094,2021-01-04 19:30:00,-1.193,41.53,2.571,-3.17,195.2,624.205,0,-3.17
2095,2021-01-04 19:45:00,-1.293,41.29,2.803,-3.297,194.9,624.237,0,-3.297
2096,2021-01-04 20:00:00,-1.589,42.03,2.473,-3.214,194.4,624.27,0,-3.214
2097,2021-01-04 20:15:00,-1.715,42.51,2.686,-3.009,194.2,624.321,0,-3.009
2098,2021-01-04 20:30:00,-1.762,42.49,3.132,-2.938,193.9,624.372,0,-2.938
2099,2021-01-04 20:45:00,-1.882,44.16,2.733,-3.169,193.8,624.423,0,-3.169
2100,2021-01-04 21:00:00,-1.903,43.34,3.534,-2.964,193.7,624.474,0,-2.964
2101,2021-01-04 21:15:00,-2.003,43.8,3.169,-2.996,195.3,624.474,0,-2.996
2102,2021-01-04 21:30:00,-2.166,44.17,2.952,-2.866,202.3,624.474,0,-2.866
2103,2021-01-04 21:45:00,-2.271,43.22,2.673,-2.522,211.3,624.474,0,-2.522
2104,2021-01-04 22:00:00,-2.308,43.91,2.213,-2.585,217.1,624.475,0,-2.585
2105,2021-01-04 22:15:00,-2.607,44.81,1.022,-2.869,212.8,624.3580000000001,0,-2.869
2106,2021-01-04 22:30:00,-3.187,45.31,0.992,-3.2,208.5,624.24,0,-3.2
2107,2021-01-04 22:45:00,-3.387,45.82,1.559,-2.72,218.3,624.123,0,-2.72
2108,2021-01-04 23:00:00,-3.403,47.13,1.52,-2.627,223.9,624.006,0,-2.627
2109,2021-01-04 23:15:00,-3.648,45.35,0.728,-2.032,230.6,623.9730000000001,0,-2.032
2110,2021-01-04 23:30:00,-3.52,44.72,0.759,-1.846,232.2,623.94,0,-1.846
2111,2021-01-04 23:45:00,-3.566,46.31,1.22,-1.838,236.8,623.906,0,-1.838
2112,2021-01-05 00:00:00,-3.683,47.51,1.108,-2.099,239.0,623.873,0,-2.099
2113,2021-01-05 00:15:00,-3.88,49.24,0.781,-1.902,243.4,623.707,0,-1.902
2114,2021-01-05 00:30:00,-4.314,49.87,0.695,-2.109,237.3,623.5409999999999,0,-2.109
2115,2021-01-05 00:45:00,-4.316,51.41,0.675,-2.284,229.8,623.374,0,-2.284
2116,2021-01-05 01:00:00,-4.908,52.75,1.168,-2.177,237.0,623.2080000000001,0,-2.177
2117,2021-01-05 01:15:00,-5.567,54.18,2.007,-1.808,245.6,623.0409999999999,0,-1.808
2118,2021-01-05 01:30:00,-5.657,55.34,0.824,-1.506,251.5,622.874,0,-1.506
2119,2021-01-05 01:45:00,-5.843,54.61,0.719,-1.254,254.1,622.7080000000001,0,-1.254
2120,2021-01-05 02:00:00,-5.882,54.88,0.151,-1.72,244.2,622.5409999999999,0,-1.72
2121,2021-01-05 02:15:00,-6.06,55.56,0.133,-2.377,227.3,622.501,0,-2.377
2122,2021-01-05 02:30:00,-6.275,54.8,0.49,-1.235,246.3,622.461,0,-1.235
2123,2021-01-05 02:45:00,-6.191,54.66,1.015,-0.983,258.0,622.422,0,-0.983
2124,2021-01-05 03:00:00,-5.961,56.02,0.375,-1.416,251.2,622.382,0,-1.416
2125,2021-01-05 03:15:00,-6.199,56.73,0.111,-2.278,229.8,622.258,0,-2.278
2126,2021-01-05 03:30:00,-6.566,59.8,0.038,-2.74,203.1,622.134,0,-2.74
2127,2021-01-05 03:45:00,-6.825,57.26,0.649,-1.881,219.1,622.009,0,-1.881
2128,2021-01-05 04:00:00,-6.862,56.4,0.324,-2.294,212.9,621.885,0,-2.294
2129,2021-01-05 04:15:00,-7.226,58.94,0.629,-1.88,225.2,621.839,0,-1.88
2130,2021-01-05 04:30:00,-7.264,59.02,1.223,-1.986,225.0,621.793,0,-1.986
2131,2021-01-05 04:45:00,-7.382,59.79,1.477,-2.388,216.8,621.747,0,-2.388
2132,2021-01-05 05:00:00,-7.392,56.8,1.064,-2.562,209.4,621.701,0,-2.562
2133,2021-01-05 05:15:00,-7.182,54.89,0.732,-2.028,214.6,621.727,0,-2.028
2134,2021-01-05 05:30:00,-6.786,55.19,0.574,-2.11,216.4,621.752,0,-2.11
2135,2021-01-05 05:45:00,-7.438,60.17,1.168,-2.486,210.0,621.7769999999999,0,-2.486
2136,2021-01-05 06:00:00,-7.966,59.9,1.343,-2.437,209.1,621.802,0,-2.437
2137,2021-01-05 06:15:00,-7.943,61.02,0.951,-2.618,201.3,621.889,0,-2.618
2138,2021-01-05 06:30:00,-8.11,63.57,1.151,-2.58,203.0,621.976,0,-2.58
2139,2021-01-05 06:45:00,-8.51,61.45,0.947,-2.317,206.4,622.063,0,-2.317
2140,2021-01-05 07:00:00,-8.25,61.87,0.577,-1.693,219.3,622.149,0,-1.693
2141,2021-01-05 07:15:00,-8.57,64.92,1.65,-2.419,201.9,622.304,0,-2.419
2142,2021-01-05 07:30:00,-8.6,61.52,1.012,-0.639,189.7,622.46,0,-0.639
2143,2021-01-05 07:45:00,-8.78,66.86,0.724,5.095,187.5,622.615,0,5.095
2144,2021-01-05 08:00:00,-9.02,67.88,1.44,19.44,189.3,622.77,0,19.44
2145,2021-01-05 08:15:00,-9.26,65.72,1.318,37.56,193.4,622.82,0,37.56
2146,2021-01-05 08:30:00,-9.18,66.01,1.263,62.33,200.0,622.87,0,62.33
2147,2021-01-05 08:45:00,-8.75,64.18,1.064,83.3,196.1,622.92,0,83.3
2148,2021-01-05 09:00:00,-8.43,62.29,1.101,78.95,190.4,622.97,0,78.95
2149,2021-01-05 09:15:00,-8.2,62.18,0.877,120.9,190.4,623.008,0,120.9
2150,2021-01-05 09:30:00,-7.063,55.61,0.177,228.4,187.6,623.0459999999999,0,228.4
2151,2021-01-05 09:45:00,-5.287,51.29,0.31,330.6,185.5,623.0840000000001,0,330.6
2152,2021-01-05 10:00:00,-4.247,48.21,0.348,378.7,186.2,623.122,0,378.7
2153,2021-01-05 10:15:00,-3.585,45.38,0.501,410.4,187.4,623.026,0,410.4
2154,2021-01-05 10:30:00,-3.424,43.0,0.507,431.5,189.9,622.929,0,431.5
2155,2021-01-05 10:45:00,-2.553,41.2,0.725,460.0,191.1,622.832,0,460.0
2156,2021-01-05 11:00:00,-2.609,42.29,0.634,332.1,193.4,622.735,0,332.1
2157,2021-01-05 11:15:00,-2.552,42.5,0.837,255.1,200.2,622.582,0,255.1
2158,2021-01-05 11:30:00,-2.659,41.04,1.023,480.8,225.6,622.43,0,480.8
2159,2021-01-05 11:45:00,-2.09,40.79,0.961,378.2,230.7,622.278,0,378.2
2160,2021-01-05 12:00:00,-1.896,39.81,0.706,368.6,233.3,622.126,0,368.6
2161,2021-01-05 12:15:00,-1.37,38.86,0.579,389.2,238.5,621.927,0,389.2
2162,2021-01-05 12:30:00,-0.466,35.95,0.393,482.1,234.3,621.729,0,482.1
2163,2021-01-05 12:45:00,0.087,36.48,0.776,410.3,233.1,621.531,0,410.3
2164,2021-01-05 13:00:00,0.161,35.83,0.428,314.4,249.1,621.3330000000001,0,314.4
2165,2021-01-05 13:15:00,0.571,34.5,0.246,324.9,258.4,621.149,0,324.9
2166,2021-01-05 13:30:00,0.829,33.75,0.298,334.1,257.6,620.966,0,334.1
2167,2021-01-05 13:45:00,0.985,33.3,0.43,288.3,259.6,620.7819999999999,0,288.3
2168,2021-01-05 14:00:00,1.461,32.96,0.493,245.0,263.4,620.599,0,245.0
2169,2021-01-05 14:15:00,1.28,32.58,0.655,229.9,265.0,620.485,0,229.9
2170,2021-01-05 14:30:00,1.178,32.92,0.939,183.4,268.7,620.372,0,183.4
2171,2021-01-05 14:45:00,1.174,33.0,0.779,165.5,273.0,620.258,0,165.5
2172,2021-01-05 15:00:00,1.354,33.32,1.128,158.5,275.9,620.144,0,158.5
2173,2021-01-05 15:15:00,1.353,33.19,1.177,121.9,278.2,620.056,0,121.9
2174,2021-01-05 15:30:00,1.34,33.51,1.273,105.1,279.7,619.967,0,105.1
2175,2021-01-05 15:45:00,1.296,33.56,1.618,89.3,280.4,619.879,0,89.3
2176,2021-01-05 16:00:00,1.205,33.94,1.927,76.39,280.4,619.7909999999999,0,76.39
2177,2021-01-05 16:15:00,1.253,33.5,1.726,60.96,277.8,619.753,0,60.96
2178,2021-01-05 16:30:00,1.201,33.8,1.159,42.25,278.2,619.715,0,42.25
2179,2021-01-05 16:45:00,1.148,34.29,0.938,29.17,278.9,619.678,0,29.17
2180,2021-01-05 17:00:00,1.012,34.69,0.91,16.07,280.2,619.64,0,16.07
2181,2021-01-05 17:15:00,0.82,35.14,0.123,6.222,280.6,619.731,0,6.222
2182,2021-01-05 17:30:00,0.676,34.99,0.087,0.532,282.2,619.822,0,0.532
2183,2021-01-05 17:45:00,0.429,37.95,0.489,-1.123,281.8,619.9119999999999,0,-1.123
2184,2021-01-05 18:00:00,0.352,35.21,0.599,-1.505,279.7,620.003,0,-1.505
2185,2021-01-05 18:15:00,0.396,37.71,0.4,-1.62,278.5,620.049,0,-1.62
2186,2021-01-05 18:30:00,-0.02,36.73,0.04,-1.445,278.2,620.095,0,-1.445
2187,2021-01-05 18:45:00,-0.192,37.67,0.572,-1.425,276.8,620.141,0,-1.425
2188,2021-01-05 19:00:00,-0.335,38.78,0.277,-1.433,277.0,620.187,0,-1.433
2189,2021-01-05 19:15:00,-0.502,39.29,0.321,-1.189,278.8,620.231,0,-1.189
2190,2021-01-05 19:30:00,-0.484,37.54,0.531,-1.173,280.4,620.275,0,-1.173
2191,2021-01-05 19:45:00,-0.637,37.89,0.147,-1.301,281.3,620.319,0,-1.301
2192,2021-01-05 20:00:00,-0.679,39.73,0.03,-1.021,283.5,620.363,0,-1.021
2193,2021-01-05 20:15:00,-0.813,43.33,0.034,-0.942,283.8,620.2719999999999,0,-0.942
2194,2021-01-05 20:30:00,-1.048,40.15,0.043,-1.128,281.7,620.182,0,-1.128
2195,2021-01-05 20:45:00,-0.972,37.96,0.655,-1.045,280.6,620.091,0,-1.045
2196,2021-01-05 21:00:00,-1.068,43.06,0.355,-1.419,275.4,620.0,0,-1.419
2197,2021-01-05 21:15:00,-1.323,44.03,0.237,-1.143,276.1,619.898,0,-1.143
2198,2021-01-05 21:30:00,-1.533,40.46,0.071,-0.946,278.3,619.7959999999999,0,-0.946
2199,2021-01-05 21:45:00,-1.359,41.15,0.535,-0.964,277.1,619.694,0,-0.964
2200,2021-01-05 22:00:00,-1.435,42.06,0.342,-1.235,275.0,619.592,0,-1.235
2201,2021-01-05 22:15:00,-1.603,43.63,0.421,-1.406,270.1,619.461,0,-1.406
2202,2021-01-05 22:30:00,-1.892,41.95,0.294,-1.242,272.6,619.331,0,-1.242
2203,2021-01-05 22:45:00,-1.941,43.73,0.179,-0.899,274.9,619.201,0,-0.899
2204,2021-01-05 23:00:00,-2.122,45.29,0.0,-1.145,274.6,619.07,0,-1.145
2205,2021-01-05 23:15:00,-2.159,41.91,0.284,-0.995,273.2,618.933,0,-0.995
2206,2021-01-05 23:30:00,-1.88,41.18,0.414,-0.973,273.2,618.7959999999999,0,-0.973
2207,2021-01-05 23:45:00,-2.069,44.04,0.033,-0.997,272.9,618.659,0,-0.997
2208,2021-01-06 00:00:00,-2.202,43.27,0.183,-0.819,275.6,618.521,0,-0.819
2209,2021-01-06 00:15:00,-2.334,47.84,0.136,-0.802,279.5,618.519,0,-0.802
2210,2021-01-06 00:30:00,-2.355,44.42,0.308,-0.691,283.4,618.518,0,-0.691
2211,2021-01-06 00:45:00,-2.41,47.92,0.224,-0.801,284.3,618.516,0,-0.801
2212,2021-01-06 01:00:00,-2.429,44.67,0.334,-0.725,284.1,618.514,0,-0.725
2213,2021-01-06 01:15:00,-2.397,44.12,0.0,-0.668,286.0,618.367,0,-0.668
2214,2021-01-06 01:30:00,-2.421,46.76,0.365,-0.61,287.2,618.219,0,-0.61
2215,2021-01-06 01:45:00,-2.485,47.28,0.076,-0.768,284.8,618.072,0,-0.768
2216,2021-01-06 02:00:00,-2.62,48.68,0.104,-0.755,283.2,617.925,0,-0.755
2217,2021-01-06 02:15:00,-2.56,43.77,0.467,-0.57,283.8,617.6569999999999,0,-0.57
2218,2021-01-06 02:30:00,-2.297,48.03,0.266,-0.751,283.0,617.389,0,-0.751
2219,2021-01-06 02:45:00,-2.514,51.32,0.337,-0.668,284.3,617.121,0,-0.668
2220,2021-01-06 03:00:00,-2.204,54.41,0.336,-0.352,287.8,616.854,0,-0.352
2221,2021-01-06 03:15:00,-1.672,59.28,1.167,-0.366,288.5,616.899,0,-0.366
2222,2021-01-06 03:30:00,-1.634,66.64,1.209,-0.65,288.8,616.944,0,-0.65
2223,2021-01-06 03:45:00,-1.97,70.88,1.336,-0.654,289.8,616.989,0,-0.654
2224,2021-01-06 04:00:00,-2.177,74.77,0.708,-0.705,289.1,617.035,0,-0.705
2225,2021-01-06 04:15:00,-2.53,76.23,0.606,-0.704,287.8,617.007,0,-0.704
2226,2021-01-06 04:30:00,-2.561,76.27,0.498,-0.604,286.4,616.98,0,-0.604
2227,2021-01-06 04:45:00,-2.672,78.91,0.343,-0.891,283.3,616.952,0,-0.891
2228,2021-01-06 05:00:00,-2.874,80.8,0.552,-0.807,281.3,616.925,0,-0.807
2229,2021-01-06 05:15:00,-2.956,80.4,0.265,-0.829,281.4,616.965,0,-0.829
2230,2021-01-06 05:30:00,-3.02,81.4,0.308,-0.912,278.6,617.004,0,-0.912
2231,2021-01-06 05:45:00,-3.099,83.4,0.327,-1.089,276.6,617.044,0,-1.089
2232,2021-01-06 06:00:00,-3.258,86.7,0.965,-0.891,281.1,617.0840000000001,0,-0.891
2233,2021-01-06 06:15:00,-3.501,89.6,1.016,-0.709,284.3,617.323,0,-0.709
2234,2021-01-06 06:30:00,-3.638,91.3,0.792,-0.599,287.0,617.562,0,-0.599
2235,2021-01-06 06:45:00,-3.689,92.6,0.624,-0.546,288.5,617.8,0,-0.546
2236,2021-01-06 07:00:00,-3.706,93.1,0.082,-0.515,290.6,618.039,0,-0.515
2237,2021-01-06 07:15:00,-3.791,93.2,0.065,-0.536,295.7,618.212,0,-0.536
2238,2021-01-06 07:30:00,-3.898,93.1,0.229,0.33,297.2,618.386,0,0.33
2239,2021-01-06 07:45:00,-4.128,93.3,0.416,2.868,295.9,618.559,0,2.868
2240,2021-01-06 08:00:00,-4.316,91.0,1.004,9.76,296.6,618.732,0,9.76
2241,2021-01-06 08:15:00,-4.218,90.1,1.289,12.31,296.8,618.818,0,12.31
2242,2021-01-06 08:30:00,-3.942,90.2,0.301,28.93,299.6,618.903,0,28.93
2243,2021-01-06 08:45:00,-3.561,88.1,0.208,41.18,302.2,618.989,0,41.18
2244,2021-01-06 09:00:00,-3.237,85.8,0.397,75.12,302.3,619.0740000000001,0,75.12
2245,2021-01-06 09:15:00,-3.055,84.1,0.847,77.6,302.6,619.053,0,77.6
2246,2021-01-06 09:30:00,-3.285,85.0,0.941,55.49,298.9,619.031,0,55.49
2247,2021-01-06 09:45:00,-3.307,84.1,0.363,72.66,298.7,619.01,0,72.66
2248,2021-01-06 10:00:00,-3.051,80.3,0.597,116.5,301.0,618.988,0,116.5
2249,2021-01-06 10:15:00,-2.243,76.13,0.28,173.7,308.9,618.927,0,173.7
2250,2021-01-06 10:30:00,-1.505,74.33,0.127,194.8,313.7,618.866,0,194.8
2251,2021-01-06 10:45:00,-1.34,73.74,0.575,235.0,317.3,618.805,0,235.0
2252,2021-01-06 11:00:00,-0.538,68.5,0.194,276.0,323.8,618.744,0,276.0
2253,2021-01-06 11:15:00,-1.667,79.56,2.011,284.2,275.9,618.599,0,284.2
2254,2021-01-06 11:30:00,-1.991,80.1,1.836,268.2,268.7,618.455,0,268.2
2255,2021-01-06 11:45:00,-1.76,77.8,1.058,335.9,258.9,618.31,0,335.9
2256,2021-01-06 12:00:00,-1.314,75.39,0.79,293.8,265.9,618.1659999999999,0,293.8
2257,2021-01-06 12:15:00,-1.099,76.16,0.988,293.1,263.0,618.122,0,293.1
2258,2021-01-06 12:30:00,-1.027,71.91,0.785,278.3,267.3,618.0790000000001,0,278.3
2259,2021-01-06 12:45:00,-0.768,76.97,1.279,299.7,274.7,618.035,0,299.7
2260,2021-01-06 13:00:00,-0.497,73.39,1.013,322.0,272.1,617.992,0,322.0
2261,2021-01-06 13:15:00,-0.465,71.19,1.385,257.9,261.3,617.943,0,257.9
2262,2021-01-06 13:30:00,-0.217,70.77,1.652,365.4,234.0,617.893,0,365.4
2263,2021-01-06 13:45:00,0.134,67.38,2.18,438.2,211.2,617.8430000000001,0,438.2
2264,2021-01-06 14:00:00,0.51,67.25,1.137,547.1,213.6,617.794,0,547.1
2265,2021-01-06 14:15:00,1.175,65.41,1.354,535.7,215.8,617.831,0,535.7
2266,2021-01-06 14:30:00,1.56,62.46,0.856,437.9,225.4,617.868,0,437.9
2267,2021-01-06 14:45:00,1.832,63.96,1.421,309.6,231.2,617.905,0,309.6
2268,2021-01-06 15:00:00,1.593,64.96,1.094,285.2,241.1,617.941,0,285.2
2269,2021-01-06 15:15:00,2.361,60.75,1.123,374.3,235.5,618.039,0,374.3
2270,2021-01-06 15:30:00,2.546,63.27,1.79,243.0,228.3,618.136,0,243.0
2271,2021-01-06 15:45:00,2.388,60.82,1.408,298.5,229.5,618.2330000000001,0,298.5
2272,2021-01-06 16:00:00,2.525,61.23,1.199,209.5,226.2,618.33,0,209.5
2273,2021-01-06 16:15:00,2.93,59.29,0.543,172.5,224.4,618.366,0,172.5
2274,2021-01-06 16:30:00,3.104,56.3,0.367,180.5,223.4,618.4019999999999,0,180.5
2275,2021-01-06 16:45:00,2.666,61.45,0.593,29.15,213.3,618.437,0,29.15
2276,2021-01-06 17:00:00,1.642,66.67,0.185,18.42,214.6,618.4730000000001,0,18.42
2277,2021-01-06 17:15:00,0.8,68.75,0.133,11.09,214.5,618.529,0,11.09
2278,2021-01-06 17:30:00,0.373,72.09,0.392,2.263,212.5,618.585,0,2.263
2279,2021-01-06 17:45:00,-0.116,70.61,0.393,-2.678,210.5,618.641,0,-2.678
2280,2021-01-06 18:00:00,-0.706,76.59,0.473,-3.497,208.0,618.698,0,-3.497
2281,2021-01-06 18:15:00,-1.232,76.12,0.152,-3.243,206.7,618.744,0,-3.243
2282,2021-01-06 18:30:00,-1.412,74.67,0.448,-3.082,206.5,618.79,0,-3.082
2283,2021-01-06 18:45:00,-1.751,76.37,0.499,-3.226,205.8,618.836,0,-3.226
2284,2021-01-06 19:00:00,-2.316,81.6,0.476,-3.44,203.7,618.883,0,-3.44
2285,2021-01-06 19:15:00,-2.787,77.29,0.812,-3.34,202.4,618.927,0,-3.34
2286,2021-01-06 19:30:00,-2.735,76.3,0.985,-3.395,201.6,618.971,0,-3.395
2287,2021-01-06 19:45:00,-3.399,75.56,0.43,-3.411,200.7,619.015,0,-3.411
2288,2021-01-06 20:00:00,-3.871,79.29,0.441,-3.374,200.2,619.06,0,-3.374
2289,2021-01-06 20:15:00,-4.09,81.5,0.712,-3.295,199.4,619.139,0,-3.295
2290,2021-01-06 20:30:00,-4.426,78.75,0.597,-3.048,199.7,619.219,0,-3.048
2291,2021-01-06 20:45:00,-4.727,78.93,0.268,-3.205,199.1,619.298,0,-3.205
2292,2021-01-06 21:00:00,-4.928,82.1,0.733,-2.757,198.6,619.378,0,-2.757
2293,2021-01-06 21:15:00,-5.465,80.5,1.154,-3.168,197.6,619.385,0,-3.168
2294,2021-01-06 21:30:00,-5.643,81.6,0.375,-2.86,197.0,619.391,0,-2.86
2295,2021-01-06 21:45:00,-5.855,81.0,0.417,-2.851,196.5,619.398,0,-2.851
2296,2021-01-06 22:00:00,-6.03,77.58,0.694,-3.154,195.6,619.405,0,-3.154
2297,2021-01-06 22:15:00,-6.41,79.3,0.199,-2.997,195.2,619.385,0,-2.997
2298,2021-01-06 22:30:00,-6.649,78.37,0.317,-2.868,195.2,619.365,0,-2.868
2299,2021-01-06 22:45:00,-6.806,83.5,0.189,-2.603,195.3,619.345,0,-2.603
2300,2021-01-06 23:00:00,-6.82,82.0,0.425,-2.785,195.4,619.325,0,-2.785
2301,2021-01-06 23:15:00,-6.974,78.79,0.273,-2.929,195.3,619.361,0,-2.929
2302,2021-01-06 23:30:00,-7.306,85.6,0.297,-2.998,194.3,619.3969999999999,0,-2.998
2303,2021-01-06 23:45:00,-7.515,79.91,0.77,-2.849,194.0,619.433,0,-2.849
2304,2021-01-07 00:00:00,-7.725,84.2,0.047,-2.463,194.5,619.469,0,-2.463
2305,2021-01-07 00:15:00,-7.917,87.7,0.623,-2.752,193.6,619.442,0,-2.752
2306,2021-01-07 00:30:00,-8.16,84.3,1.47,-3.039,191.8,619.415,0,-3.039
2307,2021-01-07 00:45:00,-8.31,85.7,1.498,-2.91,191.1,619.388,0,-2.91
2308,2021-01-07 01:00:00,-8.34,85.9,0.672,-3.013,191.6,619.361,0,-3.013
2309,2021-01-07 01:15:00,-8.7,86.8,1.257,-3.039,190.3,619.385,0,-3.039
2310,2021-01-07 01:30:00,-8.82,87.9,0.321,-3.104,190.5,619.41,0,-3.104
2311,2021-01-07 01:45:00,-9.16,85.9,0.649,-2.833,189.8,619.435,0,-2.833
