,When,T_a,RH,v_a,p_a
13055,2021-04-28 23:45:00,2.69,24.08,3.263,628.199
13056,2021-04-29 00:00:00,2.715,24.55,2.851,628.185
13057,2021-04-29 00:15:00,2.817,24.11,2.529,628.188
13058,2021-04-29 00:30:00,2.571,25.26,2.544,628.191
13059,2021-04-29 00:45:00,2.47,24.02,2.623,628.194
13060,2021-04-29 01:00:00,2.291,23.94,3.419,628.197
13061,2021-04-29 01:15:00,2.036,23.11,3.781,628.175
13062,2021-04-29 01:30:00,1.904,22.86,4.886,628.153
13063,2021-04-29 01:45:00,1.736,24.05,4.204,628.131
13064,2021-04-29 02:00:00,1.716,23.93,4.165,628.109
13065,2021-04-29 02:15:00,1.501,25.03,4.396,628.094
13066,2021-04-29 02:30:00,1.387,26.06,3.911,628.079
13067,2021-04-29 02:45:00,1.27,26.47,3.927,628.065
13068,2021-04-29 03:00:00,1.131,27.18,3.228,628.05
13069,2021-04-29 03:15:00,1.129,26.69,3.461,628.024
13070,2021-04-29 03:30:00,0.856,27.8,3.479,627.998
13071,2021-04-29 03:45:00,0.817,27.11,4.094,627.972
13072,2021-04-29 04:00:00,0.7,27.43,3.919,627.946
13073,2021-04-29 04:15:00,0.683,27.48,3.234,627.947
13074,2021-04-29 04:30:00,0.626,28.5,3.12,627.949
13075,2021-04-29 04:45:00,0.567,28.32,3.534,627.95
13076,2021-04-29 05:00:00,0.444,28.95,3.005,627.952
13077,2021-04-29 05:15:00,0.323,29.49,3.48,628.027
13078,2021-04-29 05:30:00,0.184,29.3,2.664,628.101
13079,2021-04-29 05:45:00,0.304,28.67,3.155,628.176
13080,2021-04-29 06:00:00,0.664,27.67,2.503,628.25
13081,2021-04-29 06:15:00,0.653,28.24,2.779,628.344
13082,2021-04-29 06:30:00,0.516,28.81,2.685,628.437
13083,2021-04-29 06:45:00,0.426,29.47,2.561,628.531
13084,2021-04-29 07:00:00,0.399,29.43,2.235,628.624
13085,2021-04-29 07:15:00,0.841,28.58,2.391,628.711
13086,2021-04-29 07:30:00,1.574,27.6,2.085,628.798
13087,2021-04-29 07:45:00,2.272,26.69,1.275,628.885
13088,2021-04-29 08:00:00,2.911,26.93,0.797,628.972
13089,2021-04-29 08:15:00,3.028,26.44,1.091,628.989
13090,2021-04-29 08:30:00,3.386,25.6,0.949,629.006
13091,2021-04-29 08:45:00,3.497,26.13,2.322,629.022
13092,2021-04-29 09:00:00,3.345,26.5,2.574,629.039
13093,2021-04-29 09:15:00,3.758,24.65,1.092,629.011
13094,2021-04-29 09:30:00,4.344,25.37,1.295,628.983
13095,2021-04-29 09:45:00,4.732,23.94,1.432,628.956
13096,2021-04-29 10:00:00,4.638,21.79,2.244,628.928
13097,2021-04-29 10:15:00,5.0,19.11,2.898,628.855
13098,2021-04-29 10:30:00,4.988,18.84,4.105,628.782
13099,2021-04-29 10:45:00,5.341,19.57,4.636,628.708
13100,2021-04-29 11:00:00,5.689,19.4,3.676,628.635
13101,2021-04-29 11:15:00,6.122,18.64,3.505,628.548
13102,2021-04-29 11:30:00,5.928,19.18,4.113,628.461
13103,2021-04-29 11:45:00,6.19,20.35,4.113,628.374
13104,2021-04-29 12:00:00,6.848,18.99,1.991,628.287
13105,2021-04-29 12:15:00,6.976,18.35,2.632,628.158
13106,2021-04-29 12:30:00,7.015,19.29,2.591,628.029
13107,2021-04-29 12:45:00,7.058,19.06,3.152,627.9
13108,2021-04-29 13:00:00,6.733,19.34,2.748,627.771
13109,2021-04-29 13:15:00,6.811,25.87,4.515,627.703
13110,2021-04-29 13:30:00,5.579,29.29,6.297,627.634
13111,2021-04-29 13:45:00,5.694,27.45,5.519,627.566
13112,2021-04-29 14:00:00,6.366,25.98,5.096,627.497
13113,2021-04-29 14:15:00,6.319,27.13,5.171,627.45
13114,2021-04-29 14:30:00,6.82,23.21,3.758,627.403
13115,2021-04-29 14:45:00,6.707,23.69,3.824,627.356
13116,2021-04-29 15:00:00,6.153,27.89,6.504,627.308
13117,2021-04-29 15:15:00,5.5,30.88,7.601,627.237
13118,2021-04-29 15:30:00,6.232,22.99,2.762,627.166
13119,2021-04-29 15:45:00,6.948,21.54,3.342,627.095
13120,2021-04-29 16:00:00,7.299,20.35,2.722,627.024
13121,2021-04-29 16:15:00,7.116,21.06,2.322,626.976
13122,2021-04-29 16:30:00,6.41,22.4,5.31,626.928
13123,2021-04-29 16:45:00,5.704,24.91,4.061,626.88
13124,2021-04-29 17:00:00,5.971,23.45,4.508,626.833
13125,2021-04-29 17:15:00,6.225,22.14,2.948,626.786
13126,2021-04-29 17:30:00,6.503,22.14,3.685,626.739
13127,2021-04-29 17:45:00,6.39,21.38,3.086,626.692
13128,2021-04-29 18:00:00,6.636,20.22,2.596,626.646
13129,2021-04-29 18:15:00,6.201,21.86,2.324,626.645
13130,2021-04-29 18:30:00,5.953,22.53,2.028,626.643
13131,2021-04-29 18:45:00,5.68,23.22,2.634,626.642
13132,2021-04-29 19:00:00,5.559,23.82,2.63,626.641
13133,2021-04-29 19:15:00,5.177,25.05,4.024,626.759
13134,2021-04-29 19:30:00,4.761,25.15,4.601,626.877
13135,2021-04-29 19:45:00,4.745,29.41,2.94,626.995
13136,2021-04-29 20:00:00,4.69,31.47,1.72,627.112
13137,2021-04-29 20:15:00,4.473,28.59,1.009,627.18
13138,2021-04-29 20:30:00,3.937,27.19,4.321,627.248
13139,2021-04-29 20:45:00,3.668,29.62,4.065,627.316
13140,2021-04-29 21:00:00,3.463,29.23,4.741,627.384
13141,2021-04-29 21:15:00,3.252,28.92,4.926,627.43
13142,2021-04-29 21:30:00,3.09,29.14,5.23,627.476
13143,2021-04-29 21:45:00,3.002,30.7,5.295,627.522
13144,2021-04-29 22:00:00,2.83,31.65,4.17,627.568
13145,2021-04-29 22:15:00,2.799,30.88,3.833,627.539
13146,2021-04-29 22:30:00,2.614,30.9,5.23,627.51
13147,2021-04-29 22:45:00,2.451,31.42,5.174,627.481
13148,2021-04-29 23:00:00,2.392,32.38,5.31,627.452
13149,2021-04-29 23:15:00,2.166,32.77,5.237,627.436
13150,2021-04-29 23:30:00,2.074,33.27,5.56,627.42
13151,2021-04-29 23:45:00,2.066,31.28,5.036,627.403
13152,2021-04-30 00:00:00,2.011,29.37,4.273,627.387
13153,2021-04-30 00:15:00,1.96,30.51,4.77,627.349
13154,2021-04-30 00:30:00,1.856,30.08,3.974,627.31
13155,2021-04-30 00:45:00,1.829,30.6,4.346,627.272
13156,2021-04-30 01:00:00,1.704,30.91,4.927,627.233
13157,2021-04-30 01:15:00,1.54,30.88,4.847,627.173
13158,2021-04-30 01:30:00,1.559,31.74,5.257,627.112
13159,2021-04-30 01:45:00,1.472,30.6,5.35,627.051
13160,2021-04-30 02:00:00,1.39,29.4,4.824,626.991
13161,2021-04-30 02:15:00,1.474,29.38,3.867,626.959
13162,2021-04-30 02:30:00,1.55,28.15,3.754,626.926
13163,2021-04-30 02:45:00,1.463,27.93,3.968,626.894
13164,2021-04-30 03:00:00,1.666,27.5,3.953,626.862
13165,2021-04-30 03:15:00,1.461,28.33,4.666,626.807
13166,2021-04-30 03:30:00,1.39,29.47,4.463,626.752
13167,2021-04-30 03:45:00,1.569,30.15,3.962,626.697
13168,2021-04-30 04:00:00,1.574,31.31,3.824,626.642
13169,2021-04-30 04:15:00,1.458,31.62,3.691,626.671
13170,2021-04-30 04:30:00,1.304,31.39,3.887,626.7
13171,2021-04-30 04:45:00,1.179,31.77,3.915,626.728
13172,2021-04-30 05:00:00,1.107,32.55,2.918,626.757
13173,2021-04-30 05:15:00,1.056,32.77,2.739,626.831
13174,2021-04-30 05:30:00,0.978,32.99,3.388,626.905
13175,2021-04-30 05:45:00,0.85,32.35,3.881,626.979
13176,2021-04-30 06:00:00,0.823,32.46,3.139,627.053
13177,2021-04-30 06:15:00,1.127,31.76,1.827,627.154
13178,2021-04-30 06:30:00,1.52,30.53,1.602,627.255
13179,2021-04-30 06:45:00,1.704,35.3,1.733,627.357
13180,2021-04-30 07:00:00,1.777,36.03,0.725,627.458
13181,2021-04-30 07:15:00,1.59,35.57,1.178,627.494
13182,2021-04-30 07:30:00,2.395,30.76,0.683,627.531
13183,2021-04-30 07:45:00,2.744,33.26,1.261,627.567
13184,2021-04-30 08:00:00,3.221,30.45,1.111,627.603
13185,2021-04-30 08:15:00,3.208,31.28,1.245,627.634
13186,2021-04-30 08:30:00,3.978,29.99,0.889,627.664
13187,2021-04-30 08:45:00,3.946,27.71,1.993,627.694
13188,2021-04-30 09:00:00,3.356,27.96,2.416,627.725
13189,2021-04-30 09:15:00,3.633,27.85,2.838,627.733
13190,2021-04-30 09:30:00,3.861,27.41,2.67,627.741
13191,2021-04-30 09:45:00,4.564,25.94,2.661,627.75
13192,2021-04-30 10:00:00,4.608,25.18,2.566,627.758
13193,2021-04-30 10:15:00,4.732,26.7,3.296,627.732
13194,2021-04-30 10:30:00,4.671,26.58,3.93,627.706
13195,2021-04-30 10:45:00,4.645,26.2,3.508,627.681
13196,2021-04-30 11:00:00,4.845,25.29,3.975,627.655
13197,2021-04-30 11:15:00,5.435,24.73,2.805,627.529
13198,2021-04-30 11:30:00,6.432,22.79,2.299,627.403
13199,2021-04-30 11:45:00,7.037,21.17,1.734,627.277
13200,2021-04-30 12:00:00,6.862,23.7,2.009,627.151
13201,2021-04-30 12:15:00,6.391,23.03,3.6,627.084
13202,2021-04-30 12:30:00,6.738,21.86,2.972,627.017
13203,2021-04-30 12:45:00,6.294,22.97,3.045,626.95
13204,2021-04-30 13:00:00,6.589,22.11,2.697,626.883
13205,2021-04-30 13:15:00,7.217,21.96,3.463,626.742
13206,2021-04-30 13:30:00,6.979,22.37,4.14,626.6
13207,2021-04-30 13:45:00,7.491,20.55,4.768,626.459
13208,2021-04-30 14:00:00,7.595,20.54,4.737,626.318
13209,2021-04-30 14:15:00,7.719,20.81,4.3,626.182
13210,2021-04-30 14:30:00,7.859,19.39,4.353,626.046
13211,2021-04-30 14:45:00,7.91,19.37,4.599,625.911
13212,2021-04-30 15:00:00,7.893,17.28,3.374,625.775
13213,2021-04-30 15:15:00,8.37,17.52,3.555,625.664
13214,2021-04-30 15:30:00,7.909,17.29,4.029,625.553
13215,2021-04-30 15:45:00,8.3,17.01,2.475,625.442
13216,2021-04-30 16:00:00,8.08,17.41,4.042,625.331
13217,2021-04-30 16:15:00,8.01,17.82,3.674,625.287
13218,2021-04-30 16:30:00,8.14,18.13,2.687,625.242
13219,2021-04-30 16:45:00,8.09,18.21,3.638,625.198
13220,2021-04-30 17:00:00,7.83,16.42,3.507,625.153
13221,2021-04-30 17:15:00,8.17,17.77,3.435,625.138
13222,2021-04-30 17:30:00,8.15,17.05,3.746,625.123
13223,2021-04-30 17:45:00,7.984,18.52,3.154,625.108
13224,2021-04-30 18:00:00,7.596,18.91,3.568,625.093
13225,2021-04-30 18:15:00,7.515,19.17,3.195,625.222
13226,2021-04-30 18:30:00,7.421,19.0,3.135,625.351
13227,2021-04-30 18:45:00,7.188,19.86,3.9,625.48
13228,2021-04-30 19:00:00,7.016,20.49,3.278,625.609
13229,2021-04-30 19:15:00,6.819,21.75,3.119,625.692
13230,2021-04-30 19:30:00,6.535,22.84,3.782,625.775
13231,2021-04-30 19:45:00,6.258,22.79,3.651,625.858
13232,2021-04-30 20:00:00,6.44,20.04,4.131,625.941
13233,2021-04-30 20:15:00,6.397,21.1,3.552,626.057
13234,2021-04-30 20:30:00,6.109,22.6,3.812,626.173
13235,2021-04-30 20:45:00,5.95,21.53,4.321,626.289
13236,2021-04-30 21:00:00,5.915,22.32,3.248,626.406
13237,2021-04-30 21:15:00,5.874,23.36,3.371,626.438
13238,2021-04-30 21:30:00,5.443,23.58,5.023,626.471
13239,2021-04-30 21:45:00,5.163,24.57,5.348,626.504
13240,2021-04-30 22:00:00,4.804,25.19,4.696,626.537
13241,2021-04-30 22:15:00,4.876,23.73,2.495,626.571
13242,2021-04-30 22:30:00,4.661,24.32,2.198,626.605
13243,2021-04-30 22:45:00,4.56,23.93,2.446,626.639
13244,2021-04-30 23:00:00,4.346,23.75,3.741,626.673
13245,2021-04-30 23:15:00,4.065,23.96,3.776,626.671
13246,2021-04-30 23:30:00,3.606,25.06,3.351,626.669
13247,2021-04-30 23:45:00,3.6,24.37,3.152,626.668
13248,2021-05-01 00:00:00,3.587,24.9,3.136,626.666
13249,2021-05-01 00:15:00,3.408,23.48,3.324,626.602
13250,2021-05-01 00:30:00,3.481,24.09,3.817,626.538
13251,2021-05-01 00:45:00,3.082,24.44,3.754,626.474
13252,2021-05-01 01:00:00,3.04,24.59,2.718,626.41
13253,2021-05-01 01:15:00,3.205,25.06,2.77,626.322
13254,2021-05-01 01:30:00,3.172,24.73,1.687,626.233
13255,2021-05-01 01:45:00,3.117,25.07,1.924,626.145
13256,2021-05-01 02:00:00,3.057,25.15,2.672,626.056
13257,2021-05-01 02:15:00,3.209,25.45,2.365,626.088
13258,2021-05-01 02:30:00,3.316,25.0,2.013,626.119
13259,2021-05-01 02:45:00,3.164,26.02,1.644,626.15
13260,2021-05-01 03:00:00,3.045,26.62,1.723,626.181
13261,2021-05-01 03:15:00,2.527,28.06,2.532,626.24
13262,2021-05-01 03:30:00,2.229,28.13,3.454,626.3
13263,2021-05-01 03:45:00,2.04,27.93,2.378,626.359
13264,2021-05-01 04:00:00,2.146,28.38,1.707,626.419
13265,2021-05-01 04:15:00,2.289,27.57,2.181,626.466
13266,2021-05-01 04:30:00,2.292,29.11,1.987,626.514
13267,2021-05-01 04:45:00,2.146,28.69,2.104,626.562
13268,2021-05-01 05:00:00,2.043,28.61,2.114,626.61
13269,2021-05-01 05:15:00,1.98,29.02,2.555,626.694
13270,2021-05-01 05:30:00,1.968,28.81,2.665,626.779
13271,2021-05-01 05:45:00,1.944,29.45,2.642,626.864
13272,2021-05-01 06:00:00,1.663,28.69,2.403,626.949
13273,2021-05-01 06:15:00,2.143,28.58,2.395,627.029
13274,2021-05-01 06:30:00,2.284,28.78,1.98,627.109
13275,2021-05-01 06:45:00,2.372,28.18,1.955,627.189
13276,2021-05-01 07:00:00,2.134,28.5,1.225,627.269
13277,2021-05-01 07:15:00,2.172,29.02,0.981,627.33
13278,2021-05-01 07:30:00,2.463,28.18,1.676,627.39
13279,2021-05-01 07:45:00,2.826,27.21,1.32,627.451
13280,2021-05-01 08:00:00,3.142,26.74,1.2,627.512
13281,2021-05-01 08:15:00,3.671,25.75,1.1,627.556
13282,2021-05-01 08:30:00,3.975,25.56,1.194,627.6
13283,2021-05-01 08:45:00,3.993,25.27,1.904,627.643
13284,2021-05-01 09:00:00,4.233,25.92,1.228,627.687
13285,2021-05-01 09:15:00,4.796,23.98,1.819,627.671
13286,2021-05-01 09:30:00,4.797,24.56,2.081,627.655
13287,2021-05-01 09:45:00,5.413,22.53,2.108,627.639
13288,2021-05-01 10:00:00,5.452,22.73,2.672,627.623
13289,2021-05-01 10:15:00,6.089,22.29,2.404,627.562
13290,2021-05-01 10:30:00,6.082,21.88,2.492,627.502
13291,2021-05-01 10:45:00,6.931,20.74,1.856,627.441
13292,2021-05-01 11:00:00,6.309,20.99,2.363,627.38
13293,2021-05-01 11:15:00,7.081,23.49,2.646,627.281
13294,2021-05-01 11:30:00,6.559,22.91,5.654,627.182
13295,2021-05-01 11:45:00,6.912,21.94,4.494,627.084
13296,2021-05-01 12:00:00,7.277,21.53,4.031,626.985
13297,2021-05-01 12:15:00,7.628,20.27,4.208,626.869
13298,2021-05-01 12:30:00,7.797,20.19,4.124,626.753
13299,2021-05-01 12:45:00,8.09,20.08,4.603,626.637
13300,2021-05-01 13:00:00,8.13,19.79,4.929,626.522
13301,2021-05-01 13:15:00,8.31,18.74,4.6,626.42
13302,2021-05-01 13:30:00,8.89,18.22,4.375,626.318
13303,2021-05-01 13:45:00,9.14,17.86,4.595,626.216
13304,2021-05-01 14:00:00,9.28,15.96,4.648,626.114
13305,2021-05-01 14:15:00,9.13,17.79,4.073,625.947
13306,2021-05-01 14:30:00,9.45,16.81,5.202,625.78
13307,2021-05-01 14:45:00,9.84,14.55,3.932,625.613
13308,2021-05-01 15:00:00,10.18,14.01,4.602,625.446
13309,2021-05-01 15:15:00,9.95,11.62,3.951,625.372
13310,2021-05-01 15:30:00,10.34,7.524,4.411,625.299
13311,2021-05-01 15:45:00,10.11,7.541,4.909,625.225
13312,2021-05-01 16:00:00,10.07,9.23,4.964,625.152
13313,2021-05-01 16:15:00,10.23,9.69,4.794,625.112
13314,2021-05-01 16:30:00,10.17,6.746,4.896,625.072
13315,2021-05-01 16:45:00,10.24,7.164,5.121,625.033
13316,2021-05-01 17:00:00,10.03,7.337,5.125,624.993
13317,2021-05-01 17:15:00,10.29,8.21,4.24,624.947
13318,2021-05-01 17:30:00,9.97,8.82,4.683,624.902
13319,2021-05-01 17:45:00,9.81,10.27,4.703,624.856
13320,2021-05-01 18:00:00,9.32,11.07,5.811,624.811
13321,2021-05-01 18:15:00,9.04,10.81,4.62,624.824
13322,2021-05-01 18:30:00,8.78,13.31,3.692,624.836
13323,2021-05-01 18:45:00,8.44,13.48,3.259,624.849
13324,2021-05-01 19:00:00,7.915,16.01,4.685,624.862
13325,2021-05-01 19:15:00,7.299,15.37,5.922,625.018
13326,2021-05-01 19:30:00,7.208,16.15,5.196,625.174
13327,2021-05-01 19:45:00,7.321,16.92,3.389,625.33
13328,2021-05-01 20:00:00,7.326,16.84,3.032,625.486
13329,2021-05-01 20:15:00,7.047,18.66,3.773,625.58
13330,2021-05-01 20:30:00,6.482,19.74,5.594,625.674
13331,2021-05-01 20:45:00,6.321,18.92,5.917,625.767
13332,2021-05-01 21:00:00,6.132,18.23,6.022,625.861
13333,2021-05-01 21:15:00,6.017,19.28,6.337,625.924
13334,2021-05-01 21:30:00,5.936,19.38,4.194,625.987
13335,2021-05-01 21:45:00,5.972,18.25,4.489,626.05
13336,2021-05-01 22:00:00,6.22,17.18,4.16,626.112
13337,2021-05-01 22:15:00,6.212,16.89,3.686,626.202
13338,2021-05-01 22:30:00,6.262,17.71,2.984,626.292
13339,2021-05-01 22:45:00,6.373,16.46,2.975,626.381
13340,2021-05-01 23:00:00,6.159,18.33,2.449,626.471
13341,2021-05-01 23:15:00,5.773,19.04,2.796,626.454
13342,2021-05-01 23:30:00,5.757,17.92,2.596,626.438
13343,2021-05-01 23:45:00,5.339,19.84,4.347,626.422
13344,2021-05-02 00:00:00,5.192,19.91,4.76,626.405
13345,2021-05-02 00:15:00,5.008,18.97,2.599,626.39
13346,2021-05-02 00:30:00,5.236,20.22,1.915,626.375
13347,2021-05-02 00:45:00,4.788,20.44,2.413,626.36
13348,2021-05-02 01:00:00,4.826,20.74,2.164,626.345
13349,2021-05-02 01:15:00,4.719,20.83,1.561,626.299
13350,2021-05-02 01:30:00,4.747,19.95,2.577,626.253
13351,2021-05-02 01:45:00,4.852,19.4,1.53,626.207
13352,2021-05-02 02:00:00,4.911,20.0,1.712,626.161
13353,2021-05-02 02:15:00,4.59,20.99,2.792,626.155
13354,2021-05-02 02:30:00,4.572,22.94,2.268,626.149
13355,2021-05-02 02:45:00,4.332,22.0,2.551,626.143
13356,2021-05-02 03:00:00,4.018,21.87,2.211,626.137
13357,2021-05-02 03:15:00,3.917,23.43,2.614,626.102
13358,2021-05-02 03:30:00,3.743,23.22,2.484,626.067
13359,2021-05-02 03:45:00,3.695,23.01,2.053,626.032
13360,2021-05-02 04:00:00,3.564,22.54,1.284,625.997
13361,2021-05-02 04:15:00,3.464,23.91,0.826,626.066
13362,2021-05-02 04:30:00,3.296,22.95,1.352,626.135
13363,2021-05-02 04:45:00,3.371,23.79,1.951,626.204
13364,2021-05-02 05:00:00,2.969,24.24,2.109,626.274
13365,2021-05-02 05:15:00,2.929,24.11,3.222,626.403
13366,2021-05-02 05:30:00,2.72,24.67,2.813,626.533
13367,2021-05-02 05:45:00,2.764,24.38,2.8,626.662
13368,2021-05-02 06:00:00,2.726,25.93,1.568,626.792
13369,2021-05-02 06:15:00,2.164,26.71,0.355,626.899
13370,2021-05-02 06:30:00,1.876,26.49,0.333,627.006
13371,2021-05-02 06:45:00,2.134,26.7,0.582,627.113
13372,2021-05-02 07:00:00,1.959,26.77,0.535,627.22
13373,2021-05-02 07:15:00,2.42,26.03,0.796,627.34
13374,2021-05-02 07:30:00,3.595,24.32,0.505,627.459
13375,2021-05-02 07:45:00,3.782,24.36,1.012,627.579
13376,2021-05-02 08:00:00,4.074,23.06,1.243,627.699
13377,2021-05-02 08:15:00,4.5,23.02,1.788,627.741
13378,2021-05-02 08:30:00,4.609,23.05,1.086,627.783
13379,2021-05-02 08:45:00,5.488,22.12,1.358,627.825
13380,2021-05-02 09:00:00,5.402,21.26,2.018,627.867
13381,2021-05-02 09:15:00,5.7,21.57,2.246,627.83
13382,2021-05-02 09:30:00,5.843,20.42,2.479,627.793
13383,2021-05-02 09:45:00,6.519,19.42,1.459,627.757
13384,2021-05-02 10:00:00,6.49,19.61,3.106,627.72
13385,2021-05-02 10:15:00,6.714,20.04,3.045,627.656
13386,2021-05-02 10:30:00,7.036,18.49,2.992,627.591
13387,2021-05-02 10:45:00,7.395,18.96,3.773,627.526
13388,2021-05-02 11:00:00,7.699,18.04,2.448,627.462
13389,2021-05-02 11:15:00,7.859,16.51,3.918,627.315
13390,2021-05-02 11:30:00,8.18,17.58,2.08,627.169
13391,2021-05-02 11:45:00,8.52,18.2,1.791,627.023
13392,2021-05-02 12:00:00,9.94,15.53,2.31,626.877
13393,2021-05-02 12:15:00,9.43,16.86,2.204,626.716
13394,2021-05-02 12:30:00,9.73,17.92,4.301,626.554
13395,2021-05-02 12:45:00,9.52,16.48,3.931,626.393
13396,2021-05-02 13:00:00,9.77,17.66,3.317,626.232
13397,2021-05-02 13:15:00,10.22,16.92,4.096,626.073
13398,2021-05-02 13:30:00,10.17,17.55,5.055,625.914
13399,2021-05-02 13:45:00,10.25,16.84,5.058,625.754
13400,2021-05-02 14:00:00,10.32,16.95,4.942,625.595
13401,2021-05-02 14:15:00,10.76,15.73,4.299,625.482
13402,2021-05-02 14:30:00,10.88,14.67,5.339,625.37
13403,2021-05-02 14:45:00,10.92,14.19,4.814,625.257
13404,2021-05-02 15:00:00,11.28,12.97,4.258,625.144
13405,2021-05-02 15:15:00,11.17,12.47,4.829,625.032
13406,2021-05-02 15:30:00,11.35,12.21,4.74,624.919
13407,2021-05-02 15:45:00,11.39,12.02,4.864,624.806
13408,2021-05-02 16:00:00,11.68,11.78,4.309,624.694
13409,2021-05-02 16:15:00,11.4,13.13,4.165,624.624
13410,2021-05-02 16:30:00,11.61,12.61,3.986,624.555
13411,2021-05-02 16:45:00,11.72,12.96,3.543,624.485
13412,2021-05-02 17:00:00,11.46,13.44,4.228,624.416
13413,2021-05-02 17:15:00,11.44,13.17,4.082,624.378
13414,2021-05-02 17:30:00,11.3,13.08,3.273,624.341
13415,2021-05-02 17:45:00,11.02,13.38,3.072,624.303
13416,2021-05-02 18:00:00,10.64,13.96,3.098,624.266
13417,2021-05-02 18:15:00,10.36,12.72,2.957,624.276
13418,2021-05-02 18:30:00,10.16,13.36,2.199,624.286
13419,2021-05-02 18:45:00,9.95,13.66,2.696,624.296
13420,2021-05-02 19:00:00,9.6,15.5,3.203,624.306
13421,2021-05-02 19:15:00,9.28,15.42,3.148,624.373
13422,2021-05-02 19:30:00,9.02,16.05,3.482,624.441
13423,2021-05-02 19:45:00,8.66,16.23,4.197,624.508
13424,2021-05-02 20:00:00,8.23,17.65,4.323,624.576
13425,2021-05-02 20:15:00,7.972,16.79,5.202,624.678
13426,2021-05-02 20:30:00,7.741,16.48,5.343,624.781
13427,2021-05-02 20:45:00,7.648,16.55,4.646,624.883
13428,2021-05-02 21:00:00,7.527,17.44,3.832,624.986
13429,2021-05-02 21:15:00,7.21,17.66,2.703,625.081
13430,2021-05-02 21:30:00,7.108,17.5,3.243,625.176
13431,2021-05-02 21:45:00,6.787,18.13,3.511,625.271
13432,2021-05-02 22:00:00,6.448,18.49,4.518,625.365
13433,2021-05-02 22:15:00,6.272,18.91,4.103,625.403
13434,2021-05-02 22:30:00,6.305,18.31,3.79,625.441
13435,2021-05-02 22:45:00,6.349,17.19,2.63,625.479
13436,2021-05-02 23:00:00,6.161,18.6,3.916,625.517
13437,2021-05-02 23:15:00,5.749,18.55,3.33,625.504
13438,2021-05-02 23:30:00,5.665,18.18,4.598,625.491
13439,2021-05-02 23:45:00,5.682,18.25,4.882,625.478
13440,2021-05-03 00:00:00,5.563,18.77,3.582,625.464
13441,2021-05-03 00:15:00,5.344,18.57,4.812,625.435
13442,2021-05-03 00:30:00,5.805,17.62,2.563,625.405
13443,2021-05-03 00:45:00,5.749,17.34,2.289,625.375
13444,2021-05-03 01:00:00,5.574,19.07,2.398,625.346
13445,2021-05-03 01:15:00,5.506,17.08,2.468,625.36
13446,2021-05-03 01:30:00,5.623,20.33,2.063,625.375
13447,2021-05-03 01:45:00,5.462,18.85,2.545,625.39
13448,2021-05-03 02:00:00,5.627,18.93,2.75,625.404
13449,2021-05-03 02:15:00,5.415,19.37,1.548,625.403
13450,2021-05-03 02:30:00,4.922,20.4,1.6,625.403
13451,2021-05-03 02:45:00,4.879,20.89,1.169,625.402
13452,2021-05-03 03:00:00,4.704,20.9,0.949,625.401
13453,2021-05-03 03:15:00,4.374,21.2,1.422,625.385
13454,2021-05-03 03:30:00,4.515,22.38,2.04,625.369
13455,2021-05-03 03:45:00,4.439,23.43,2.138,625.353
13456,2021-05-03 04:00:00,4.157,24.39,2.152,625.337
13457,2021-05-03 04:15:00,4.077,22.83,1.586,625.384
13458,2021-05-03 04:30:00,3.941,24.0,0.493,625.43
13459,2021-05-03 04:45:00,3.435,23.82,0.206,625.477
13460,2021-05-03 05:00:00,3.442,23.03,0.869,625.524
13461,2021-05-03 05:15:00,3.779,23.15,1.452,625.589
13462,2021-05-03 05:30:00,3.268,25.77,0.518,625.653
13463,2021-05-03 05:45:00,3.49,23.13,0.914,625.718
13464,2021-05-03 06:00:00,3.352,24.82,0.694,625.783
13465,2021-05-03 06:15:00,3.363,23.65,1.416,625.916
13466,2021-05-03 06:30:00,2.837,25.99,0.66,626.048
13467,2021-05-03 06:45:00,2.66,25.11,0.781,626.18
13468,2021-05-03 07:00:00,2.794,25.31,0.576,626.313
13469,2021-05-03 07:15:00,3.256,25.05,0.739,626.391
13470,2021-05-03 07:30:00,4.303,22.92,0.682,626.469
13471,2021-05-03 07:45:00,4.655,22.85,1.05,626.547
13472,2021-05-03 08:00:00,4.824,23.24,1.279,626.625
13473,2021-05-03 08:15:00,4.775,23.37,1.63,626.648
13474,2021-05-03 08:30:00,5.148,22.45,1.826,626.67
13475,2021-05-03 08:45:00,5.627,21.65,1.736,626.693
13476,2021-05-03 09:00:00,6.071,21.42,2.318,626.716
13477,2021-05-03 09:15:00,6.017,21.8,2.061,626.676
13478,2021-05-03 09:30:00,6.5,20.21,2.036,626.636
13479,2021-05-03 09:45:00,7.006,21.12,2.345,626.596
13480,2021-05-03 10:00:00,6.879,19.94,2.974,626.556
13481,2021-05-03 10:15:00,7.455,18.65,3.112,626.44
13482,2021-05-03 10:30:00,7.938,18.94,2.341,626.323
13483,2021-05-03 10:45:00,8.27,18.93,2.935,626.206
13484,2021-05-03 11:00:00,8.81,18.0,2.792,626.089
13485,2021-05-03 11:15:00,9.05,17.0,2.526,625.929
13486,2021-05-03 11:30:00,10.11,16.18,1.512,625.769
13487,2021-05-03 11:45:00,10.77,15.68,1.924,625.609
13488,2021-05-03 12:00:00,10.19,16.99,2.436,625.449
13489,2021-05-03 12:15:00,10.71,15.87,2.957,625.274
13490,2021-05-03 12:30:00,10.53,16.67,3.5,625.098
