,T_a,RH,p_a,v_a,SnowHeight,SW_global,LW_in
2021-01-18 18:00:00,,,,,,,
2021-01-18 18:30:00,,,,,,,
2021-01-18 19:00:00,,,,,,,
2021-01-18 19:30:00,,,,,,,
2021-01-18 20:00:00,,,,,,,
2021-01-18 20:30:00,,,,,,,
2021-01-18 21:00:00,,,,,,,
2021-01-18 21:30:00,,,,,,,
2021-01-18 22:00:00,,,,,,,
2021-01-18 22:30:00,,,,,,,
2021-01-18 23:00:00,,,,,,,
2021-01-18 23:30:00,,,,,,,
2021-01-19 00:00:00,,,,,,,
2021-01-19 00:30:00,,,,,,,
2021-01-19 01:00:00,,,,,,,
2021-01-19 01:30:00,,,,,,,
2021-01-19 02:00:00,,,,,,,
2021-01-19 02:30:00,,,,,,,
2021-01-19 03:00:00,,,,,,,
2021-01-19 03:30:00,,,,,,,
2021-01-19 04:00:00,,,,,,,
2021-01-19 04:30:00,,,,,,,
2021-01-19 05:00:00,,,,,,,
2021-01-19 05:30:00,,,,,,,
2021-01-19 06:00:00,,,,,,,
2021-01-19 06:30:00,,,,,,,
2021-01-19 07:00:00,,,,,,,
2021-01-19 07:30:00,,,,,,,
2021-01-19 08:00:00,,,,,,,
2021-01-19 08:30:00,,,,,,,
2021-01-19 09:00:00,,,,,,,
2021-01-19 09:30:00,,,,,,,
2021-01-19 10:00:00,,,,,,,
2021-01-19 10:30:00,,,,,,,
2021-01-19 11:00:00,,,,,,,
2021-01-19 11:30:00,,,,,,,
2021-01-19 12:00:00,,,,,,,
2021-01-19 12:30:00,,,,,,,
2021-01-19 13:00:00,,,,,,,
2021-01-19 13:30:00,,,,1.491649,,,
2021-01-19 14:00:00,,,,,,,
2021-01-19 14:30:00,,,,,,,
2021-01-19 15:00:00,,,,,,,
2021-01-19 15:30:00,,,,,,,
2021-01-19 16:00:00,,,,,,,
2021-01-19 16:30:00,,,,,,,
2021-01-19 17:00:00,,,,,,,
2021-01-19 17:30:00,-0.2976422,18.73589,67.11099,2.431727,,6.32166,200.163
2021-01-19 18:00:00,-0.52867,19.36956,67.48866,2.716315,,-3.059672,198.9753
2021-01-19 18:30:00,-0.7496079,19.64617,67.50233,2.54364,,-5.411224,197.9422
2021-01-19 19:00:00,-1.000251,20.09661,67.52489,2.830438,,-5.169767,197.2606
2021-01-19 19:30:00,-1.18812,20.67359,67.54019,2.496975,,-5.281688,196.591
2021-01-19 20:00:00,-1.338635,21.33073,67.55048,2.842693,,-5.101862,195.9675
2021-01-19 20:30:00,-1.584119,21.93259,67.5612,2.083106,,-5.245906,194.9328
2021-01-19 21:00:00,-1.733812,22.44898,67.58552,2.255315,,-4.974343,194.6888
2021-01-19 21:30:00,-2.034351,23.20512,67.61922,2.079563,,-5.022261,194.1046
2021-01-19 22:00:00,-2.222218,23.66697,67.63965,1.598933,,-4.683737,194.1398
2021-01-19 22:30:00,-2.954016,24.78661,67.6572,2.03324,,-5.070253,192.8612
2021-01-19 23:00:00,-4.211831,25.63343,67.6742,1.857732,,-5.167806,191.1897
2021-01-19 23:30:00,-5.0534,26.95799,67.69289,1.117874,,-4.392149,189.5405
2021-01-20 00:00:00,-5.266376,28.02612,67.69569,0.6774251,,-3.204081,188.7722
2021-01-20 00:30:00,-5.455809,28.35001,67.69173,0.6178256,,-2.509751,188.1046
2021-01-20 01:00:00,-5.545115,29.224,67.68719,0.9980127,,-2.381105,187.7317
2021-01-20 01:30:00,,,,,,,
2021-01-20 02:00:00,-6.743788,32.5689,67.69781,0.7149829,,-3.366776,186.2724
2021-01-20 02:30:00,-6.545567,32.81505,67.69966,1.005714,,-2.161046,185.5204
2021-01-20 03:00:00,-6.862638,33.56572,67.7036,0.4596724,,-2.24588,185.3803
2021-01-20 03:30:00,-6.825254,33.24071,67.70119,0.8957635,,-2.077621,184.726
2021-01-20 04:00:00,-7.823003,34.83666,67.68739,0.778116,,-2.962914,183.905
2021-01-20 04:30:00,-8.444907,36.45106,67.68307,0.6639167,,-2.166451,183.0465
2021-01-20 05:00:00,-9.023258,37.34747,67.68607,0.9132872,,-2.531513,182.0147
2021-01-20 05:30:00,-8.837708,37.85625,67.70476,0.6516485,,-2.245154,181.3512
2021-01-20 06:00:00,-9.341763,39.76811,67.72623,0.4873542,,-2.056501,180.4505
2021-01-20 06:30:00,-9.776698,41.52713,67.73808,0.5683939,,-1.779873,179.8406
2021-01-20 07:00:00,-9.690263,40.89813,67.76423,0.6547836,,-1.957996,179.8535
2021-01-20 07:30:00,-10.64946,43.04573,67.7949,0.7311866,,0.4025905,178.227
2021-01-20 08:00:00,-10.09122,42.32915,67.80489,0.816155,,41.31251,179.0466
2021-01-20 08:30:00,-7.973566,39.31715,67.82839,0.3912513,,146.1082,181.0452
2021-01-20 09:00:00,-7.492218,37.97619,67.85361,0.5403967,,258.1504,183.9645
2021-01-20 09:30:00,-6.99759,36.76227,67.88552,0.6470792,,360.2691,187.5114
2021-01-20 10:00:00,-6.719273,36.00735,67.90263,0.9352977,,446.2691,190.4668
2021-01-20 10:30:00,-5.833988,34.63656,67.9056,0.91319,,526.7133,193.4426
2021-01-20 11:00:00,-5.098632,33.21598,67.88548,0.9711726,,229.6046,192.4878
2021-01-20 11:30:00,-3.917441,30.83714,67.86813,1.137936,,498.1054,199.0536
2021-01-20 12:00:00,-2.870077,28.40642,67.82544,1.595901,,682.8855,202.4312
2021-01-20 12:30:00,-2.354951,26.6536,67.78261,1.94835,,700.4888,203.8191
2021-01-20 13:00:00,-1.734714,24.9877,67.73895,2.008832,,701.8403,204.9908
2021-01-20 13:30:00,-1.171578,23.56837,67.70004,2.282624,,686.806,205.6283
2021-01-20 14:00:00,-0.5984251,21.56603,67.65632,2.530531,,657.5176,204.7726
2021-01-20 14:30:00,0.1612795,19.16466,67.62127,2.731864,,610.0354,204.7514
2021-01-20 15:00:00,-0.03225327,19.39371,67.60564,3.442693,,537.0972,204.427
2021-01-20 15:30:00,0.177523,17.79109,67.59885,3.749016,,460.894,203.0738
2021-01-20 16:00:00,0.4027016,15.39967,67.58904,4.59135,,369.2464,200.3644
2021-01-20 16:30:00,0.2705132,14.71136,67.58864,4.70629,,266.1141,197.6299
2021-01-20 17:00:00,-0.1062142,15.662,67.60495,4.594964,,148.3286,196.0722
2021-01-20 17:30:00,-1.157266,17.17328,67.63404,4.86247,,9.085781,191.5815
2021-01-20 18:00:00,-1.392083,16.09396,67.65581,3.424614,,-2.968225,189.5806
2021-01-20 18:30:00,-1.621905,15.11965,67.69099,3.175739,,-5.632734,189.9123
2021-01-20 19:00:00,-1.921163,17.11669,67.74201,2.585792,,-5.520002,190.4144
2021-01-20 19:30:00,-2.288291,19.48758,67.77406,2.591895,,-5.497823,190.8205
2021-01-20 20:00:00,-2.611852,21.58639,67.81297,2.976329,,-5.010166,190.4463
2021-01-20 20:30:00,-2.852451,22.96824,67.84737,2.142818,,-5.401564,190.5499
2021-01-20 21:00:00,-3.627108,24.72742,67.90319,3.052322,,-5.159132,190.336
2021-01-20 21:30:00,-4.059131,25.94567,67.93875,2.666091,,-5.101568,189.526
2021-01-20 22:00:00,-4.601032,26.9139,67.97739,2.039792,,-5.262155,189.0363
2021-01-20 22:30:00,-5.476612,27.62997,68.02278,1.06152,,-4.484678,187.3009
2021-01-20 23:00:00,-5.733826,28.95843,68.04953,0.9948894,,-3.604137,186.2271
2021-01-20 23:30:00,-6.749563,30.13348,68.07,0.6842327,,-3.918784,184.5101
2021-01-21 00:00:00,-6.422771,30.29495,68.0949,0.8866714,,-2.614587,183.6036
2021-01-21 00:30:00,-6.406618,30.63871,68.10567,0.4474565,,-1.744709,183.6111
2021-01-21 01:00:00,-6.613311,30.59153,68.11479,0.5433668,,-1.953455,183.0335
2021-01-21 01:30:00,-7.33073,31.19013,68.12524,0.8929288,,-2.452501,181.3089
2021-01-21 02:00:00,-7.18539,31.49653,68.14106,0.4933529,,-1.431204,181.5403
2021-01-21 02:30:00,-7.104655,31.10347,68.15112,0.8607794,,-1.486604,181.5563
2021-01-21 03:00:00,-8.05644,32.35676,68.15901,0.5266207,,-2.767135,180.6922
2021-01-21 03:30:00,-8.558751,33.59858,68.18041,0.4174588,,-1.476796,179.5215
2021-01-21 04:00:00,-8.622675,33.15965,68.21258,0.3316703,,-1.441279,179.0637
2021-01-21 04:30:00,-8.405476,32.79488,68.21761,0.8996065,,-0.9060304,178.1796
2021-01-21 05:00:00,-8.806008,33.00601,68.23958,0.5708625,,-2.370299,177.2149
2021-01-21 05:30:00,-9.789405,34.33772,68.21862,0.4648831,,-2.364112,175.9563
2021-01-21 06:00:00,-9.942069,35.4285,68.22248,0.6819032,,-1.280633,175.0718
2021-01-21 06:30:00,-10.30588,35.92942,68.24276,0.6325033,,-2.238127,174.4854
2021-01-21 07:00:00,-11.11298,37.06101,68.2724,0.3654209,,-2.501346,173.8788
2021-01-21 07:30:00,-11.3987,38.69144,68.30555,0.6528399,,1.167728,173.1354
2021-01-21 08:00:00,-9.720266,34.64422,68.33428,0.5153195,,53.63482,174.3206
2021-01-21 08:30:00,-8.024328,32.62509,68.35991,0.4583018,,161.0239,177.4236
2021-01-21 09:00:00,-8.562737,32.34594,68.37866,0.7317085,,266.3076,180.2972
2021-01-21 09:30:00,-8.8345,34.13162,68.39562,0.7104697,,366.4134,181.561
2021-01-21 10:00:00,-6.929227,29.5763,68.41507,0.6754382,,454.855,185.0216
2021-01-21 10:30:00,-5.296095,26.48936,68.43752,0.8291735,,537.0593,189.1818
2021-01-21 11:00:00,-4.945553,25.14417,68.42832,1.283403,,244.6557,188.2543
2021-01-21 11:30:00,-4.785617,24.55351,68.42993,1.274784,,282.153,192.6443
2021-01-21 12:00:00,,,,1.25342,,,
2021-01-21 12:30:00,,,,1.191657,,,
2021-01-21 13:00:00,,,,1.349587,,,
2021-01-21 13:30:00,,,,1.307532,,,
2021-01-21 14:00:00,,,,0.9637622,,,
2021-01-21 14:30:00,,,,1.280509,,,
2021-01-21 15:00:00,,,,0.9846489,,,
2021-01-21 15:30:00,,,,1.030014,,,
2021-01-21 16:00:00,,,,0.6018432,,,
2021-01-21 16:30:00,,,,0.7239403,,,
2021-01-21 17:00:00,,,,0.7675119,,,
2021-01-21 17:30:00,,,,0.6503465,,,
2021-01-21 18:00:00,,,,0.4081962,,,
2021-01-21 18:30:00,,,,0.3631614,,,
2021-01-21 19:00:00,,,,0.6157315,,,
2021-01-21 19:30:00,,,,1.363091,,,
2021-01-21 20:00:00,,,,1.647889,,,
2021-01-21 20:30:00,,,,1.664453,,,
2021-01-21 21:00:00,,,,1.391026,,,
2021-01-21 21:30:00,,,,,,,
2021-01-21 22:00:00,,,,,,,
2021-01-21 22:30:00,,,,,,,
2021-01-21 23:00:00,,,,0.3109237,,,
2021-01-21 23:30:00,,,,0.4907986,,,
2021-01-22 00:00:00,,,,0.8564321,,,
2021-01-22 00:30:00,,,,0.9249247,,,
2021-01-22 01:00:00,,,,0.5688486,,,
2021-01-22 01:30:00,,,,0.8686807,,,
2021-01-22 02:00:00,,,,0.9974083,,,
2021-01-22 02:30:00,,,,1.038517,,,
2021-01-22 03:00:00,,,,0.6972508,,,
2021-01-22 03:30:00,,,,0.8578759,,,
2021-01-22 04:00:00,,,,1.216357,,,
2021-01-22 04:30:00,,,,0.7560359,,,
2021-01-22 05:00:00,,,,0.6504558,,,
2021-01-22 05:30:00,,,,0.7001791,,,
2021-01-22 06:00:00,,,,0.442882,,,
2021-01-22 06:30:00,,,,0.9253488,,,
2021-01-22 07:00:00,,,,0.5649677,,,
2021-01-22 07:30:00,,,,0.4161115,,,
2021-01-22 08:00:00,,,,0.7353492,,,
2021-01-22 08:30:00,,,,,,,
2021-01-22 09:00:00,,,,,,,
2021-01-22 09:30:00,,,,0.511269,,,
2021-01-22 10:00:00,,,,0.7201328,,,
2021-01-22 10:30:00,,,,0.6997146,,,
2021-01-22 11:00:00,,,,0.8743665,,,
2021-01-22 11:30:00,-3.595583,23.51657,62.78208,0.6993974,,478.239,210.3459
2021-01-22 12:00:00,-3.205571,23.92903,67.58569,1.106793,,573.3058,233.5888
2021-01-22 12:30:00,-2.529177,22.04914,67.52788,1.245343,,500.9051,237.6942
2021-01-22 13:00:00,-1.763833,20.72117,67.46259,1.874275,,522.7286,236.4276
2021-01-22 13:30:00,-0.9424766,19.66663,67.42573,2.128731,,490.6093,229.6138
2021-01-22 14:00:00,0.09320746,19.42711,67.37048,1.774541,,594.0751,234.6416
2021-01-22 14:30:00,1.205945,18.15527,67.31452,1.353926,,577.7289,240.0506
2021-01-22 15:00:00,1.714757,17.05206,67.27305,3.048315,,543.8782,237.2322
2021-01-22 15:30:00,1.815079,16.65454,67.24047,2.102539,,379.8125,236.1031
2021-01-22 16:00:00,1.941319,16.40115,67.20717,1.373592,,254.4299,237.0159
2021-01-22 16:30:00,1.980712,16.5276,67.16911,2.190093,,178.9331,228.3215
2021-01-22 17:00:00,1.813669,16.44847,67.15378,2.492971,,73.88526,232.0612
2021-01-22 17:30:00,1.449126,16.92521,67.15947,1.597476,,25.45469,230.1167
2021-01-22 18:00:00,0.9205722,17.4139,67.15495,1.841758,,-2.665523,223.0283
2021-01-22 18:30:00,0.4878623,17.83766,67.13985,2.200162,,-4.790527,217.602
2021-01-22 19:00:00,-0.3126858,18.67479,67.14289,1.158397,,-4.335289,218.8826
2021-01-22 19:30:00,-0.6586426,18.93721,67.13932,1.275838,,-3.691618,218.4799
2021-01-22 20:00:00,-0.4495839,18.80177,67.13126,1.859722,,-2.995274,213.8863
2021-01-22 20:30:00,-0.8367587,19.11674,67.1284,1.941995,,-4.006835,208.9721
2021-01-22 21:00:00,-1.625613,20.22322,67.13021,1.436921,,-3.753418,212.6822
2021-01-22 21:30:00,-1.819081,20.50937,67.12016,1.792278,,-3.005285,215.1597
2021-01-22 22:00:00,-2.698155,21.6208,67.11624,1.674666,,-3.52404,214.5429
2021-01-22 22:30:00,-1.739232,21.0343,67.09616,1.803977,,-2.559693,213.2267
2021-01-22 23:00:00,-1.639905,20.92814,67.08119,1.909174,,-3.352884,217.4268
2021-01-22 23:30:00,-1.459313,21.24794,67.05994,2.141664,,-3.824121,212.3944
2021-01-23 00:00:00,-3.06166,23.29893,67.04404,1.906495,,-4.692855,210.5615
2021-01-23 00:30:00,-3.435142,24.6506,67.02245,2.264323,,-2.79569,213.316
2021-01-23 01:00:00,-3.363748,24.39048,67.01362,1.660755,,-2.810653,221.7303
2021-01-23 01:30:00,-3.49247,24.63131,66.99743,1.400627,,-2.670513,222.3699
2021-01-23 02:00:00,-4.464322,26.08987,66.97078,1.370959,,-2.521996,214.4484
2021-01-23 02:30:00,-4.103394,25.23807,66.95039,1.678308,,-2.269631,224.7719
2021-01-23 03:00:00,-4.55688,25.82203,66.91909,1.506364,,-1.582034,233.9837
2021-01-23 03:30:00,-5.345923,27.38308,66.88904,1.656469,,-1.807054,236.2115
2021-01-23 04:00:00,-4.942105,26.91711,66.86075,1.697768,,-1.356861,234.8819
2021-01-23 04:30:00,-5.008465,26.39026,66.84634,1.294423,,-1.969088,247.6112
2021-01-23 05:00:00,-4.794146,26.16343,66.82425,1.437261,,-2.405804,242.3749
2021-01-23 05:30:00,-5.219201,27.01903,66.81446,1.640272,,-1.442946,242.1378
2021-01-23 06:00:00,-5.536756,27.25249,66.80729,1.78069,,-1.421771,241.3699
2021-01-23 06:30:00,-5.487845,27.05633,66.80532,1.221656,,-1.541321,243.4423
2021-01-23 07:00:00,-5.596562,26.64869,66.79375,1.625453,,-0.9598233,244.6463
2021-01-23 07:30:00,-5.027317,25.97383,66.79293,1.574255,,0.2877791,242.7705
2021-01-23 08:00:00,-4.746331,25.86739,66.77911,2.100756,,13.88264,246.9981
2021-01-23 08:30:00,-4.937509,26.16289,66.7662,1.624458,,44.18711,253.536
2021-01-23 09:00:00,-4.48297,25.32131,66.7612,1.301138,,82.08631,255.2089
2021-01-23 09:30:00,-3.911649,25.0723,66.7574,1.646236,,120.7833,258.3312
2021-01-23 10:00:00,-2.284357,23.85213,66.75403,1.489861,,190.3377,258.8645
2021-01-23 10:30:00,-1.843416,23.43664,66.75437,1.349857,,193.5712,261.4439
2021-01-23 11:00:00,-0.8761484,23.39837,66.74511,1.316025,,238.9767,264.6978
2021-01-23 11:30:00,-0.09813224,23.38896,66.7235,2.001028,,274.3175,267.0433
2021-01-23 12:00:00,0.9958755,25.24476,66.70103,2.438799,,229.9104,272.6877
2021-01-23 12:30:00,1.084647,26.339,66.66663,2.397987,,243.5896,274.5578
2021-01-23 13:00:00,1.052607,27.23614,66.63919,2.298666,,227.2103,276.4595
2021-01-23 13:30:00,0.9714403,27.71688,66.60129,2.044164,,200.7982,275.6934
2021-01-23 14:00:00,1.084256,26.96836,66.56059,2.675,,181.8084,276.1391
2021-01-23 14:30:00,1.046713,27.19708,66.53938,2.572221,,145.8844,275.8929
2021-01-23 15:00:00,0.9050738,28.14007,66.52217,2.649619,,142.7835,273.5601
2021-01-23 15:30:00,0.7723584,29.08283,66.52425,2.609854,,90.10567,276.2939
2021-01-23 16:00:00,0.2814469,32.59782,66.50793,2.494331,,66.01478,274.9563
2021-01-23 16:30:00,-0.0008993361,35.13798,66.50347,2.222334,,37.17157,279.0793
2021-01-23 17:00:00,-0.6125947,39.66578,66.54601,3.276848,,13.81505,282.1909
2021-01-23 17:30:00,-1.369965,46.30121,66.57431,3.09105,,4.280898,286.0163
2021-01-23 18:00:00,-2.154212,53.93347,66.62895,1.830304,,-0.9836504,283.1045
2021-01-23 18:30:00,-2.693719,61.85907,66.63424,2.117693,,-1.260254,287.5036
2021-01-23 19:00:00,-3.856489,77.66842,66.68161,2.6321,,-1.224684,287.1035
2021-01-23 19:30:00,-4.256323,86.09528,66.71114,1.602548,,-0.9242777,290.5839
2021-01-23 20:00:00,-4.397324,86.70898,66.75143,2.612082,,-0.6005476,291.9641
2021-01-23 20:30:00,-4.751509,82.10434,66.76807,3.618978,,-0.06606217,287.7751
2021-01-23 21:00:00,-4.136905,71.63211,66.79988,3.107466,,0.3074528,280.9677
2021-01-23 21:30:00,-3.300068,57.12733,66.80763,3.062023,,-0.1442406,275.8806
2021-01-23 22:00:00,-3.337373,54.36458,66.82507,3.970124,,-0.9956359,268.651
2021-01-23 22:30:00,-3.188845,51.71967,66.85364,4.155771,,-1.209279,265.6862
2021-01-23 23:00:00,-3.203527,49.39083,66.9093,3.750581,,-1.30618,265.2289
2021-01-23 23:30:00,-3.216312,45.56345,66.95935,3.741457,,-1.422556,263.0475
2021-01-24 00:00:00,-3.362252,44.00088,66.99475,3.704201,,-1.467284,262.8067
2021-01-24 00:30:00,-3.469822,43.13813,67.02193,3.542249,,-1.605623,258.9668
2021-01-24 01:00:00,-3.707873,43.08888,67.05802,4.335827,,-1.783143,254.7182
2021-01-24 01:30:00,-4.055233,44.40894,67.0957,3.162584,,-1.948106,250.9745
2021-01-24 02:00:00,-4.082095,41.52552,67.11343,2.899072,,-2.614558,233.2844
2021-01-24 02:30:00,-4.278961,39.8204,67.1349,2.923237,,-3.129363,222.5636
2021-01-24 03:00:00,-4.610078,40.85176,67.14544,3.362257,,-3.95743,202.4194
2021-01-24 03:30:00,-5.170125,44.6947,67.1783,3.616154,,-3.61897,206.3067
2021-01-24 04:00:00,-5.383161,46.0655,67.19675,2.799248,,-3.837563,201.9173
2021-01-24 04:30:00,-5.489901,46.33036,67.21589,2.061293,,-3.426431,207.6706
2021-01-24 05:00:00,-5.80158,47.86766,67.23532,2.281732,,-2.943361,214.7875
2021-01-24 05:30:00,-6.021425,48.77481,67.26875,1.924273,,-2.786674,219.5732
2021-01-24 06:00:00,-6.23982,50.39811,67.31078,2.198571,,-1.87623,233.2655
2021-01-24 06:30:00,-6.366579,50.57138,67.34916,2.209251,,-2.545358,227.8775
2021-01-24 07:00:00,-7.56492,56.60593,67.38656,1.033111,,-3.287659,214.7787
2021-01-24 07:30:00,-8.282658,59.23237,67.42665,0.6882353,,-0.8602887,202.4471
2021-01-24 08:00:00,-8.105988,59.57019,67.46882,0.9453905,,21.05971,194.1296
2021-01-24 08:30:00,-7.366774,57.64,67.50739,1.385708,,100.7046,193.1138
2021-01-24 09:00:00,-6.062436,56.95216,67.54938,1.396694,,259.9104,195.9087
2021-01-24 09:30:00,-5.135315,55.1541,67.59122,1.248266,,377.0681,202.333
2021-01-24 10:00:00,-5.177285,54.15376,67.63438,1.902175,,448.6122,207.4063
2021-01-24 10:30:00,-5.648208,53.54792,67.67996,2.788461,,349.1656,207.5385
2021-01-24 11:00:00,-5.178558,52.78596,67.70015,2.959386,,251.3477,206.6083
2021-01-24 11:30:00,-4.812732,52.50343,67.69939,2.851401,,531.0674,215.314
2021-01-24 12:00:00,-3.91801,49.59949,67.6859,2.062758,,706.5033,216.0775
2021-01-24 12:30:00,-3.065153,45.0354,67.66157,1.754124,,733.4448,214.1717
2021-01-24 13:00:00,-2.578925,43.80166,67.63004,1.554611,,746.6139,216.6342
2021-01-24 13:30:00,-2.28986,42.00483,67.59782,1.727472,,612.7778,219.1853
2021-01-24 14:00:00,-1.775605,38.76737,67.57229,1.730397,,550.997,223.7306
2021-01-24 14:30:00,-2.144295,38.95972,67.55085,1.914928,,349.2717,224.4424
2021-01-24 15:00:00,-1.430579,37.00681,67.53764,3.089236,,608.9591,221.9181
2021-01-24 15:30:00,-1.342876,35.33033,67.54191,2.835879,,484.1297,212.3818
2021-01-24 16:00:00,-1.673791,35.41704,67.54777,3.143301,,377.4977,207.6838
2021-01-24 16:30:00,-1.843159,35.72007,67.54691,3.096688,,270.9037,204.7551
2021-01-24 17:00:00,-2.674561,35.69569,67.55947,2.38186,,68.38969,200.6432
2021-01-24 17:30:00,-3.336516,36.53476,67.56236,2.810561,,13.36775,197.4297
2021-01-24 18:00:00,-3.704015,37.23521,67.57666,2.872159,,-1.473808,196.177
2021-01-24 18:30:00,-3.87856,39.30912,67.59464,2.77485,,-4.829356,196.0813
2021-01-24 19:00:00,-4.218691,41.83628,67.61759,3.030445,,-4.716956,196.5455
2021-01-24 19:30:00,-4.747388,43.81005,67.64359,1.965281,,-4.919357,196.5869
2021-01-24 20:00:00,-5.284173,45.72289,67.67242,1.917243,,-4.225088,195.7175
2021-01-24 20:30:00,-6.025096,47.68933,67.69303,0.6930056,,-4.670942,194.0401
2021-01-24 21:00:00,-7.036669,51.0707,67.71557,0.9029132,,-3.211441,194.5694
2021-01-24 21:30:00,-6.948621,51.51376,67.73783,1.685578,,-2.990398,194.5567
2021-01-24 22:00:00,-7.401542,52.47052,67.76064,0.8007928,,-3.25005,197.9495
2021-01-24 22:30:00,-8.015534,54.80374,67.77589,0.7820061,,-2.549762,198.1399
2021-01-24 23:00:00,-7.912371,55.04464,67.78131,0.8131145,,-2.067709,193.6815
2021-01-24 23:30:00,-7.797813,55.65194,67.78352,0.7358886,,-2.343193,194.1782
2021-01-25 00:00:00,-7.078609,53.26648,67.79107,1.241129,,-1.181127,212.3716
2021-01-25 00:30:00,-7.91538,55.68237,67.79731,0.5356994,,-1.232515,233.2432
2021-01-25 01:00:00,-8.19867,57.45744,67.79234,0.6358234,,-1.820945,221.0639
2021-01-25 01:30:00,-8.385848,58.49279,67.78922,1.01879,,-2.70356,204.256
2021-01-25 02:00:00,-8.830313,60.52198,67.79863,1.056976,,-0.8519278,233.4681
2021-01-25 02:30:00,-8.581713,60.26226,67.8035,1.112249,,-1.024693,235.6643
2021-01-25 03:00:00,-8.48116,59.71923,67.79577,1.014409,,-2.016948,221.4173
2021-01-25 03:30:00,-9.534552,63.41784,67.79064,0.8065746,,-2.578438,216.977
2021-01-25 04:00:00,-9.66345,65.14297,67.77905,0.9558125,,-2.223472,213.7521
2021-01-25 04:30:00,-9.983488,68.39589,67.77898,0.5599793,,-1.779272,214.0108
2021-01-25 05:00:00,-10.6593,72.2017,67.78055,1.180871,,-1.469479,222.0967
2021-01-25 05:30:00,-10.55989,76.72021,67.79311,0.6384135,,-1.212556,229.8226
2021-01-25 06:00:00,-10.77019,80.92822,67.82066,0.5478343,,-2.06264,215.9527
2021-01-25 06:30:00,-10.8797,82.38729,67.84543,0.8167436,,-2.116139,209.5358
2021-01-25 07:00:00,-11.31361,82.77782,67.86488,0.7085886,,-2.055072,212.0471
2021-01-25 07:30:00,-11.2699,81.62456,67.88665,0.7054779,,1.198095,228.7698
2021-01-25 08:00:00,-10.98388,82.20921,67.91375,0.7843744,,40.34857,248.2927
2021-01-25 08:30:00,-10.17039,82.29778,67.93399,0.4030391,,112.8802,260.0926
2021-01-25 09:00:00,-9.931854,81.66499,67.95071,0.5499437,,184.2486,264.291
2021-01-25 09:30:00,-9.23643,80.636,67.97346,0.4688936,,213.1059,265.718
2021-01-25 10:00:00,-8.597507,78.5188,67.99631,0.6044231,,390.9142,270.6943
2021-01-25 10:30:00,-7.556825,76.66943,67.99773,0.7286107,,552.1157,267.0169
2021-01-25 11:00:00,-6.872504,70.05299,67.99666,0.9421555,,205.6475,235.4351
2021-01-25 11:30:00,-6.166011,60.94791,67.97925,1.064341,,663.7465,202.0085
2021-01-25 12:00:00,-5.674524,53.2032,67.9432,1.378892,,700.5477,200.6021
2021-01-25 12:30:00,-4.526303,47.90559,67.89733,1.470962,,734.3217,208.036
2021-01-25 13:00:00,-3.961601,41.6481,67.84695,1.275125,,713.2691,212.6347
2021-01-25 13:30:00,-3.338439,40.2561,67.8012,1.743716,,707.3463,208.3743
2021-01-25 14:00:00,-2.93424,37.75396,67.76363,1.580519,,665.1591,205.1794
2021-01-25 14:30:00,-2.54956,34.59212,67.73006,1.951068,,618.908,204.2502
2021-01-25 15:00:00,-2.351614,33.23376,67.70627,1.991804,,556.2334,203.2437
2021-01-25 15:30:00,-1.908012,30.93447,67.67891,1.587816,,472.5919,202.8035
2021-01-25 16:00:00,-1.843661,29.58349,67.66493,1.53752,,375.9811,201.7155
2021-01-25 16:30:00,-1.75928,28.59852,67.65398,1.573721,,271.4294,200.5186
2021-01-25 17:00:00,-1.951002,27.52687,67.64786,1.176993,,162.7249,197.9408
2021-01-25 17:30:00,-3.004184,29.44746,67.65096,1.125425,,14.0616,195.187
2021-01-25 18:00:00,-3.675498,32.41393,67.66135,0.5865792,,-2.157621,193.8498
2021-01-25 18:30:00,-3.916103,31.91223,67.67509,1.775801,,-4.409023,192.9301
2021-01-25 19:00:00,-4.166388,32.65199,67.69484,1.645489,,-4.793487,192.6864
2021-01-25 19:30:00,-4.611976,33.13125,67.70792,2.104764,,-4.779267,192.3324
2021-01-25 20:00:00,-5.167418,36.05454,67.72037,1.866616,,-4.920524,191.9631
2021-01-25 20:30:00,-5.617397,39.50553,67.73436,1.985652,,-4.766151,190.89
2021-01-25 21:00:00,-6.479119,41.05659,67.74653,1.572323,,-4.39062,192.1502
2021-01-25 21:30:00,-6.79468,43.63507,67.77306,1.32032,,-3.673415,192.8793
2021-01-25 22:00:00,-7.373797,45.35285,67.78917,0.4804748,,-3.88063,187.7568
2021-01-25 22:30:00,-7.472739,46.75045,67.79472,0.4779677,,-2.090821,186.4711
2021-01-25 23:00:00,-7.805711,48.72323,67.80086,0.6888371,,-2.43086,186.0538
2021-01-25 23:30:00,-8.442593,51.29519,67.80205,0.6659251,,-2.769691,185.0049
2021-01-26 00:00:00,-8.437172,51.63324,67.79636,0.9731327,,-2.815306,184.2702
2021-01-26 00:30:00,-8.821701,53.34137,67.79008,0.6499283,,-2.736346,183.854
2021-01-26 01:00:00,-8.943082,54.4725,67.78439,0.7525941,,-2.170952,183.0701
2021-01-26 01:30:00,-8.910349,54.44855,67.78366,1.19538,,-2.447612,183.1155
2021-01-26 02:00:00,-9.627018,56.38233,67.79523,0.5974465,,-2.958926,181.9948
2021-01-26 02:30:00,-9.737828,57.27384,67.79202,0.7603527,,-2.31468,181.1917
