,T_a,RH,p_a,v_a,SnowHeight,SW_global,LW_in
2020-12-19 11:00:00,-8.470899,32.19697,68.51082,0.9346936,104,511.8607,179.7072
2020-12-19 11:30:00,-7.045655,28.40263,68.47558,0.8956661,104.2,568.9888,183.8746
2020-12-19 12:00:00,-6.155981,24.99285,68.42393,1.030073,104.1,635.3207,187.0501
2020-12-19 12:30:00,-5.814005,23.61033,68.37445,1.537922,104.5,644.022,188.8848
2020-12-19 13:00:00,-5.101813,22.71255,68.33678,1.503873,104.4,635.4781,190.6179
2020-12-19 13:30:00,-4.305685,21.16478,68.30882,1.385745,104.8,610.0938,191.9673
2020-12-19 14:00:00,-3.765222,19.87943,68.29124,1.346597,104.4,571.2153,192.8426
2020-12-19 14:30:00,-3.358284,19.12934,68.2729,1.592697,104.5,513.498,193.2185
2020-12-19 15:00:00,-2.639211,18.03389,68.25266,1.125613,104.3,435.8074,194.1215
2020-12-19 15:30:00,-2.341095,17.84487,68.22912,1.218641,104.5,353.2162,194.2618
2020-12-19 16:00:00,-2.323465,17.68508,68.21358,1.199191,104.7,261.3644,193.5093
2020-12-19 16:30:00,-2.41175,17.72354,68.21407,1.227063,104.7,160.8016,192.5914
2020-12-19 17:00:00,-3.805207,19.028,68.21272,1.986278,104.7,9.484663,188.9365
2020-12-19 17:30:00,-4.312,20.08349,68.22377,1.89907,104.6,-1.523711,194.4503
2020-12-19 18:00:00,-4.308661,21.01819,68.25302,1.499964,104.6,-3.304302,222.1719
2020-12-19 18:30:00,-4.826634,21.45849,68.26743,2.103003,104.6,-3.44295,221.3414
2020-12-19 19:00:00,-5.407292,22.69182,68.30209,0.7975561,104.6,-3.677142,218.5952
2020-12-19 19:30:00,-5.876971,23.16278,68.3233,0.4973121,104.6,-3.56275,204.2549
2020-12-19 20:00:00,-6.339151,23.73864,68.34051,1.384958,104.6,-2.39419,208.6514
2020-12-19 20:30:00,-6.329473,24.10473,68.34892,1.339942,104.6,-3.411664,205.3584
2020-12-19 21:00:00,-6.640114,24.68745,68.36088,1.150923,104.6,-3.869861,189.7845
2020-12-19 21:30:00,-6.963913,25.60198,68.37879,1.051151,104.5,-2.943049,199.7847
2020-12-19 22:00:00,-7.469609,27.05,68.38314,0.967579,104.6,-3.081269,195.0139
2020-12-19 22:30:00,-7.704063,28.31384,68.38943,0.7927625,104.6,-2.179919,202.6319
2020-12-19 23:00:00,-7.792916,28.4855,68.3998,1.092625,104.5,-2.657221,196.3945
2020-12-19 23:30:00,-8.305776,30.31502,68.40195,0.6084078,104.6,-2.751626,190.5105
2020-12-20 00:00:00,-8.269667,30.70733,68.40302,0.4627931,104.7,-1.99442,182.2915
2020-12-20 00:30:00,-9.0682,31.89084,68.4054,0.7960261,104.6,-2.067178,180.1359
2020-12-20 01:00:00,-8.890062,32.56817,68.40141,1.001912,104.5,-1.565298,182.756
2020-12-20 01:30:00,-9.162411,33.13593,68.39714,1.261067,104.6,-3.213917,182.9532
2020-12-20 02:00:00,-9.639135,34.32711,68.41569,0.5642194,104.6,-3.18592,182.5945
2020-12-20 02:30:00,-10.03959,35.28168,68.43086,0.6577115,104.7,-2.489323,180.1482
2020-12-20 03:00:00,-10.40868,36.29039,68.43036,0.5729839,104.6,-1.996518,177.1933
2020-12-20 03:30:00,-10.6182,36.94365,68.42738,0.5663702,104.6,-1.759568,176.9357
2020-12-20 04:00:00,-10.98408,37.59283,68.42747,0.3988377,104.6,-1.945429,176.8009
2020-12-20 04:30:00,-11.34532,38.19633,68.43214,0.5888422,104.5,-1.099145,178.6521
2020-12-20 05:00:00,-11.41662,38.13377,68.44773,0.5528335,104.5,-1.989226,179.7455
2020-12-20 05:30:00,-11.43303,37.47335,68.46221,0.4987848,104.6,-1.544554,182.4505
2020-12-20 06:00:00,-11.7987,38.34957,68.48479,0.4283641,104.5,-1.312392,173.5218
2020-12-20 06:30:00,-11.82642,38.72961,68.50963,0.4697642,104.6,-0.9865103,172.9206
2020-12-20 07:00:00,-12.20038,39.41915,68.54453,0.3486536,104.6,-1.536273,174.0919
2020-12-20 07:30:00,-12.42466,40.55477,68.55187,0.4684116,104.7,3.984888,173.6907
2020-12-20 08:00:00,-12.30477,40.59098,68.56561,0.6190225,104.6,53.46482,176.6267
2020-12-20 08:30:00,-11.22115,39.42259,68.59468,0.3331144,104.5,140.8363,176.1373
2020-12-20 09:00:00,-11.52932,40.44514,68.6219,0.5747694,104.7,235.0114,177.5724
2020-12-20 09:30:00,-10.18473,38.26226,68.63902,0.6465958,104.3,309.1395,181.9483
2020-12-20 10:00:00,-9.393004,36.79596,68.64178,0.8158908,104.5,413.5336,184.7689
2020-12-20 10:30:00,-8.929481,35.19689,68.64304,0.920546,104.5,444.3125,186.4874
2020-12-20 11:00:00,-7.283761,31.43695,68.62346,0.7395366,104.3,492.9889,187.0182
2020-12-20 11:30:00,-6.556395,29.39539,68.5834,1.078797,104.5,543.7956,190.1545
2020-12-20 12:00:00,-5.604667,27.14055,68.53208,1.174032,104.4,627.2802,195.6576
2020-12-20 12:30:00,-4.85242,25.30934,68.47441,1.204177,104.6,626.4479,199.1251
2020-12-20 13:00:00,-3.740311,23.29222,68.42008,1.21086,,574.7439,199.3212
2020-12-20 13:30:00,-3.485224,22.63128,68.37291,1.105544,,466.6155,201.401
2020-12-20 14:00:00,-2.968047,21.86337,68.32138,1.296955,,488.1227,210.261
2020-12-20 14:30:00,-2.510696,21.12713,68.2812,1.059019,,426.162,217.0169
2020-12-20 15:00:00,-2.069606,20.62498,68.24825,1.082968,,360.3176,219.0243
2020-12-20 15:30:00,-1.836356,20.15236,68.22417,1.310883,,273.1189,213.4494
2020-12-20 16:00:00,-1.967451,20.28448,68.22414,1.703982,,185.8102,210.7496
2020-12-20 16:30:00,-1.971575,21.02822,68.22392,2.404346,,159.808,208.0368
2020-12-20 17:00:00,-2.661665,22.04995,68.22107,2.256419,,35.00198,205.2811
2020-12-20 17:30:00,-3.124666,22.76426,68.21676,2.344269,,1.127239,198.1617
2020-12-20 18:00:00,-3.3324,23.20979,68.22527,1.964683,,-4.868749,195.5665
2020-12-20 18:30:00,-4.189218,24.10442,68.2453,1.152487,,-5.222085,198.8463
2020-12-20 19:00:00,-4.556173,24.76858,68.26997,1.014423,,-2.766805,212.7837
2020-12-20 19:30:00,-4.980518,25.23836,68.27393,0.7303348,,-2.311571,226.3033
2020-12-20 20:00:00,-5.025545,25.72259,68.27696,0.7297668,,-1.933075,225.0265
2020-12-20 20:30:00,-5.117729,26.97429,68.28928,0.8673776,,-2.147171,221.816
2020-12-20 21:00:00,-5.575156,28.2146,68.29303,0.6352112,,-1.839393,222.4122
2020-12-20 21:30:00,-5.768581,28.87912,68.30094,0.7275512,,-1.978584,220.9642
2020-12-20 22:00:00,-5.974349,30.0583,68.30317,1.16634,,-2.676557,213.943
2020-12-20 22:30:00,-6.567377,30.70413,68.29999,0.51454,,-2.962684,209.0686
2020-12-20 23:00:00,-6.681839,31.70208,68.30246,0.6133258,,-1.096978,210.1298
2020-12-20 23:30:00,-6.896591,32.11819,68.29435,0.4527831,,-1.667032,211.7161
2020-12-21 00:00:00,-6.792918,32.10303,68.26828,0.5676283,,-0.5349268,219.6947
2020-12-21 00:30:00,-7.148526,32.5546,68.24762,0.390884,,-1.522406,218.5084
2020-12-21 01:00:00,-7.820239,33.91392,68.24159,0.4404465,,-1.230076,221.9112
2020-12-21 01:30:00,-8.036585,34.81197,68.23903,0.8112313,,-0.8542104,222.8901
2020-12-21 02:00:00,-8.377004,36.01447,68.23824,0.5692562,,-1.586189,220.0994
2020-12-21 02:30:00,-8.201201,36.01955,68.24071,0.5320078,,-1.207909,218.8407
2020-12-21 03:00:00,-8.306092,36.58964,68.23457,0.5820073,,-1.265851,216.0585
2020-12-21 03:30:00,-8.869997,37.71604,68.21145,0.8576384,,-1.999472,203.701
2020-12-21 04:00:00,-9.162205,39.14513,68.20129,0.6288054,,-2.527837,198.9554
2020-12-21 04:30:00,-9.456574,39.85863,68.19278,0.6878012,,-1.740708,200.8003
2020-12-21 05:00:00,-9.517647,39.89891,68.18909,1.141475,,-1.77437,204.3109
2020-12-21 05:30:00,-9.89031,40.78831,68.19703,0.5877531,,-2.503427,191.5262
2020-12-21 06:00:00,-10.30448,41.2007,68.2007,0.5521044,,-2.20585,184.7417
2020-12-21 06:30:00,-10.40794,41.42364,68.20351,0.583524,,-2.272681,180.5395
2020-12-21 07:00:00,-10.86776,42.72574,68.20787,0.7923144,,-1.972685,179.0794
2020-12-21 07:30:00,-10.83762,43.32319,68.2159,0.7987199,,0.5064602,178.8187
2020-12-21 08:00:00,-10.43723,42.5614,68.23045,0.8770834,,39.83273,179.04
2020-12-21 08:30:00,,,,,,,
2020-12-21 09:00:00,-8.772653,39.94985,68.24378,1.39004,,261.903,184.4993
2020-12-21 09:30:00,-8.257402,38.61914,68.25871,1.005079,,343.3107,186.6106
2020-12-21 10:00:00,-7.200593,36.32476,68.27071,0.8530807,,422.8652,189.5074
2020-12-21 10:30:00,-6.834843,36.37185,68.26382,1.025447,,492.3974,192.2926
2020-12-21 11:00:00,-5.763415,34.30315,68.23775,1.014697,,502.2932,193.497
2020-12-21 11:30:00,-5.075487,31.29341,68.19365,1.155579,,554.014,196.7272
2020-12-21 12:00:00,-3.964389,28.93376,68.13982,1.071144,104.5,620.5151,200.3361
2020-12-21 12:30:00,-3.360187,26.88898,68.08803,1.49113,104.8,628.7719,203.0598
2020-12-21 13:00:00,-2.19105,24.74767,68.03638,1.55363,104.7,626.6136,205.1137
2020-12-21 13:30:00,-1.126907,23.03841,67.98324,1.971435,105.1,606.6866,207.4339
2020-12-21 14:00:00,-0.4929187,22.50986,67.94422,1.801938,104.9,567.5026,208.9132
2020-12-21 14:30:00,0.0819341,21.90542,67.90579,1.8627,104.7,510.5217,210.192
2020-12-21 15:00:00,0.3625653,21.50193,67.87927,1.40225,104.8,438.6667,210.2403
2020-12-21 15:30:00,0.5783591,21.2064,67.84881,1.549217,104.5,356.0901,210.0141
2020-12-21 16:00:00,0.8155411,20.96293,67.83581,1.537512,104.5,262.4182,208.8868
2020-12-21 16:30:00,0.5136661,20.85458,67.83116,2.074817,104.5,160.3839,206.915
2020-12-21 17:00:00,-0.644532,22.16936,67.82732,2.046649,104.7,13.80191,203.4422
2020-12-21 17:30:00,-1.088397,22.72722,67.82431,1.414116,104.6,-1.334015,201.5918
2020-12-21 18:00:00,-1.945048,23.50596,67.83483,0.7341136,104.6,-4.844419,200.1496
2020-12-21 18:30:00,-2.150512,24.01088,67.85249,1.052132,104.5,-3.996482,198.8979
2020-12-21 19:00:00,-2.196695,24.25744,67.87249,0.9396468,104.4,-3.508971,198.1815
2020-12-21 19:30:00,-3.591244,26.03098,67.89365,0.6627887,104.5,-3.966367,196.6055
2020-12-21 20:00:00,-3.556079,26.77176,67.90921,0.646757,104.5,-2.299995,195.9706
2020-12-21 20:30:00,-3.728412,27.36819,67.9211,0.4598309,104.4,-2.299225,195.5786
2020-12-21 21:00:00,-4.119474,28.23635,67.93068,0.5146499,104.4,-1.640131,194.455
2020-12-21 21:30:00,,,,,,,
2020-12-21 22:00:00,-5.021944,29.95979,67.94424,0.3379626,104.3,-1.769203,192.3493
2020-12-21 22:30:00,-5.001454,30.00852,67.94541,1.102965,104.2,-1.97584,191.4674
2020-12-21 23:00:00,-5.792135,31.33545,67.95933,0.370351,104.3,-2.560998,191.1056
2020-12-21 23:30:00,-6.43105,32.42827,67.95353,0.3609418,104.5,-1.385282,190.0281
2020-12-22 00:00:00,-6.276153,32.32857,67.94732,0.4804103,104.4,-1.339435,189.1868
2020-12-22 00:30:00,-6.440767,33.88674,67.93544,0.5527599,104.3,-0.7484447,188.5132
2020-12-22 01:00:00,-7.123099,34.81731,67.92932,0.6269107,104.4,-1.71871,187.6994
2020-12-22 01:30:00,-7.760442,36.43708,67.92468,0.4982835,104.4,-2.084403,186.7816
2020-12-22 02:00:00,-8.041492,37.69978,67.9339,0.5158362,104.5,-0.7086567,185.6553
2020-12-22 02:30:00,-8.279446,39.08398,67.9381,1.082719,104.4,-2.205561,185.694
2020-12-22 03:00:00,-8.653134,40.45798,67.95198,1.383482,104.3,-2.822335,184.7232
2020-12-22 03:30:00,-8.859867,41.68527,67.96382,0.7205107,104.4,-2.776784,183.7077
2020-12-22 04:00:00,-9.136191,42.0554,67.95907,1.003067,104.4,-2.381282,183.2315
2020-12-22 04:30:00,-10.20644,44.78764,67.95797,0.9601973,104.4,-3.183751,181.6954
2020-12-22 05:00:00,-10.54972,46.34723,67.96841,0.5483009,104.3,-2.467744,180.6718
2020-12-22 05:30:00,-11.0616,48.16513,67.96998,0.359879,104.4,-1.731529,179.5042
2020-12-22 06:00:00,-11.08319,49.18376,67.98572,0.3291478,104.6,-0.5340133,179.1727
2020-12-22 06:30:00,-11.10686,48.73654,68.01743,0.3928143,104.3,-1.070314,178.6964
2020-12-22 07:00:00,-11.19257,50.03271,68.04952,0.3815066,104.4,-0.5125142,178.0587
2020-12-22 07:30:00,-11.27739,50.54758,68.07423,0.2894447,104.5,3.073265,177.9383
2020-12-22 08:00:00,-10.74647,49.56627,68.09301,0.3683377,104.5,56.34801,178.399
2020-12-22 08:30:00,-8.859447,45.66974,68.11213,0.3800832,104,143.9583,180.0017
2020-12-22 09:00:00,-8.221185,43.44422,68.13459,0.4658057,104,241.9307,182.5291
2020-12-22 09:30:00,-8.177047,42.73375,68.16493,0.6536999,104.3,338.0389,185.4667
2020-12-22 10:00:00,-7.949999,42.69265,68.1959,0.8082459,104.6,422.4108,187.7058
2020-12-22 10:30:00,-6.667122,40.82143,68.21102,0.8204294,104.6,495.5668,190.7359
2020-12-22 11:00:00,-5.407235,37.61497,68.20257,0.9113525,104.4,506.6208,192.1104
2020-12-22 11:30:00,-4.358919,34.26873,68.18025,0.9983905,104.7,557.5817,195.7452
2020-12-22 12:00:00,-3.145995,31.54108,68.13963,1.062312,104.7,626.0027,199.3501
2020-12-22 12:30:00,-2.299831,28.97201,68.09451,1.107711,104.9,637.2947,201.8435
2020-12-22 13:00:00,-1.656117,27.6757,68.05335,1.261294,104.7,630.1827,203.742
2020-12-22 13:30:00,-0.6700369,26.20176,68.00417,1.456675,104.8,609.5199,205.1227
2020-12-22 14:00:00,0.2039177,24.76157,67.96379,1.321905,104.8,572.4726,206.3642
2020-12-22 14:30:00,1.006296,23.19202,67.9362,1.648597,104.8,517.8192,207.2862
2020-12-22 15:00:00,1.294853,21.98606,67.91605,1.973277,104.5,447.0407,207.6118
2020-12-22 15:30:00,1.391447,20.89808,67.90636,2.4111,105,364.0623,206.3668
2020-12-22 16:00:00,1.383077,21.38103,67.89549,2.479537,104.8,269.8366,205.1266
2020-12-22 16:30:00,1.155544,21.24701,67.8844,2.858704,104.6,169.6681,203.373
2020-12-22 17:00:00,0.1077461,21.00447,67.88663,2.808379,104.6,13.59067,199.1832
2020-12-22 17:30:00,-0.3910998,20.62728,67.88983,2.309488,104.6,-1.520662,197.1377
2020-12-22 18:00:00,-0.8397411,21.32393,67.89584,1.362474,104.5,-5.605919,195.962
2020-12-22 18:30:00,-1.398339,22.44825,67.90596,1.67616,104.5,-5.202591,194.7375
2020-12-22 19:00:00,-2.440026,23.47913,67.91175,1.201605,104.5,-5.2294,193.6252
2020-12-22 19:30:00,-3.253896,24.89526,67.92784,0.9442813,104.5,-3.983897,191.8668
2020-12-22 20:00:00,-3.315321,25.23195,67.94019,1.085389,104.5,-3.674234,191.3343
2020-12-22 20:30:00,-3.331848,25.13888,67.95213,0.5923966,104.4,-3.449419,190.7129
2020-12-22 21:00:00,-3.855712,25.18902,67.95779,0.4564256,104.4,-2.434622,189.1237
2020-12-22 21:30:00,-4.276641,25.78063,67.9642,0.5726882,104.3,-1.620968,188.0177
2020-12-22 22:00:00,-4.809697,26.63662,67.96355,0.4224067,104.3,-2.344317,187.4516
2020-12-22 22:30:00,-5.056959,27.5214,67.96069,0.6320303,104.4,-1.046501,186.484
2020-12-22 23:00:00,-5.720512,28.99615,67.96294,0.6858657,104.3,-2.202313,185.8828
2020-12-22 23:30:00,-6.423583,30.43037,67.95159,0.4626014,104.4,-2.80668,184.9777
2020-12-23 00:00:00,-6.751497,31.56011,67.93557,0.4364273,104.5,-0.9525717,183.8515
2020-12-23 00:30:00,-6.963809,31.55177,67.91094,0.4754651,104.4,-1.559652,182.7573
2020-12-23 01:00:00,-7.033747,31.9608,67.88352,1.054861,104.1,-1.12893,181.8049
2020-12-23 01:30:00,-7.726428,32.81364,67.87173,0.5858222,104.5,-3.133292,180.9366
2020-12-23 02:00:00,-9.115313,36.74946,67.86882,1.3428,104.4,-3.301239,179.1096
2020-12-23 02:30:00,-9.210952,37.70094,67.86879,0.6082892,104.5,-3.466636,178.6671
2020-12-23 03:00:00,-9.141786,38.00644,67.85102,0.5748383,104.5,-2.061247,178.2218
2020-12-23 03:30:00,-9.663611,39.65427,67.82833,0.5189832,104.3,-1.544562,177.73
2020-12-23 04:00:00,-10.22659,40.78296,67.80789,0.3198607,104.6,-1.409878,177.3837
2020-12-23 04:30:00,-10.05203,40.92731,67.79063,0.4284015,104.5,-0.5388371,176.8715
2020-12-23 05:00:00,-10.06906,40.31426,67.78833,0.4549537,104.3,-1.369665,176.387
2020-12-23 05:30:00,-10.61832,41.14672,67.79598,0.8116645,104.3,-1.470517,176.3881
2020-12-23 06:00:00,-10.21783,40.77228,67.80018,0.9447123,104.4,-1.610358,176.7595
2020-12-23 06:30:00,-10.68945,40.93227,67.8127,0.5130807,104.4,-2.468637,177.7197
2020-12-23 07:00:00,-12.022,44.75471,67.84265,0.4865269,104.4,-1.89922,186.8184
2020-12-23 07:30:00,-12.23262,46.54118,67.85583,0.3632235,104.5,1.850079,191.3311
2020-12-23 08:00:00,-11.51823,44.50957,67.86781,0.6379763,104.4,30.12087,192.3149
2020-12-23 08:30:00,-10.9355,43.90517,67.88892,0.8889587,104.5,80.68787,199.5667
2020-12-23 09:00:00,-9.780178,41.08146,67.89796,0.7152832,104.7,192.4263,205.0143
2020-12-23 09:30:00,-9.41816,40.65808,67.92242,0.5870709,104.4,177.71,206.8795
2020-12-23 10:00:00,-9.975158,42.34982,67.9528,0.7341014,104.6,275.7765,205.2625
2020-12-23 10:30:00,-9.307287,40.72128,67.96836,0.8477906,104.6,346.6158,206.4906
2020-12-23 11:00:00,-7.455592,36.9562,67.95728,0.7880614,104.5,373.2699,203.5057
2020-12-23 11:30:00,-6.085215,33.71255,67.92463,1.164657,104.6,481.8951,202.702
2020-12-23 12:00:00,-5.104178,31.79312,67.8798,1.154125,104.5,577.6465,201.1871
2020-12-23 12:30:00,-4.182719,29.11932,67.83266,1.750561,104.5,651.1169,198.2821
2020-12-23 13:00:00,-2.902973,26.51464,67.78102,1.624535,104.9,639.6297,197.1054
2020-12-23 13:30:00,-1.815207,24.36381,67.73277,1.64674,105,620.0661,199.0031
2020-12-23 14:00:00,-1.14682,22.56427,67.68661,2.099699,104.9,580.2861,200.2043
2020-12-23 14:30:00,-0.7169782,22.04925,67.65898,2.752295,104.8,525.2115,200.5186
2020-12-23 15:00:00,-0.7538823,23.22435,67.65374,2.900442,104.7,453.4232,200.1662
2020-12-23 15:30:00,-0.6996651,24.03528,67.64146,3.772263,104.8,369.3469,200.037
2020-12-23 16:00:00,-0.5893067,24.52356,67.62862,3.775319,104.6,274.0823,199.4349
2020-12-23 16:30:00,-0.6014104,23.70475,67.61907,3.190875,104.6,171.7618,197.4934
2020-12-23 17:00:00,-1.522075,23.87226,67.6129,2.008616,104.6,15.69164,194.5602
2020-12-23 17:30:00,-1.922677,25.08308,67.60855,1.819599,104.7,-0.9126485,192.9185
2020-12-23 18:00:00,-2.141598,25.41931,67.61684,2.738792,104.5,-5.023884,192.4134
2020-12-23 18:30:00,-3.332051,26.74842,67.64112,0.8525758,104.5,-5.836907,191.3582
2020-12-23 19:00:00,-3.943805,28.15068,67.66311,0.9468194,104.5,-3.753115,190.2276
2020-12-23 19:30:00,-4.421723,29.10429,67.68528,0.5333717,104.5,-3.254261,189.2563
2020-12-23 20:00:00,-4.430287,29.43821,67.71444,0.8326874,104.3,-2.754537,189.0602
2020-12-23 20:30:00,-4.637196,29.84892,67.74099,0.8720004,104.4,-2.918731,188.6637
2020-12-23 21:00:00,-4.939516,30.22519,67.75841,0.5414963,104.4,-2.536016,188.1822
2020-12-23 21:30:00,-5.393617,31.42825,67.77174,1.805545,104.6,-2.390237,187.9262
2020-12-23 22:00:00,-5.995331,32.62696,67.78534,1.604231,104.5,-4.172133,186.7579
2020-12-23 22:30:00,-6.196117,32.83529,67.79016,0.758572,104.4,-3.31407,185.9527
2020-12-23 23:00:00,-6.559811,33.67029,67.80186,0.7754309,104.4,-2.793707,186.4514
2020-12-23 23:30:00,-6.471026,33.66336,67.80469,0.9866699,104.3,-1.945625,187.9725
2020-12-24 00:00:00,-7.766187,36.12478,67.80563,0.744435,104.4,-3.046138,191.1873
2020-12-24 00:30:00,-7.306018,36.62973,67.7995,1.011848,104.4,-1.955572,189.7719
2020-12-24 01:00:00,-7.689656,37.54466,67.7858,0.6825856,104.4,-2.564181,184.8419
2020-12-24 01:30:00,-7.945879,38.89655,67.78592,0.7594673,104.4,-2.577727,183.372
2020-12-24 02:00:00,-9.032989,41.35948,67.79543,1.010617,104.2,-2.815493,181.7948
2020-12-24 02:30:00,-8.982471,42.25353,67.81043,1.209166,104.4,-2.98278,184.0654
2020-12-24 03:00:00,-9.519823,43.36426,67.81332,0.5763435,104.4,-2.251005,186.7913
2020-12-24 03:30:00,-9.701153,43.63354,67.81705,0.7023678,104.4,-1.313875,186.6595
2020-12-24 04:00:00,-10.21992,44.77781,67.82319,0.6015855,104.3,-1.967207,185.7477
2020-12-24 04:30:00,-10.76775,45.92606,67.82468,0.3876387,104.4,-1.58826,184.8625
2020-12-24 05:00:00,-10.89587,46.22772,67.82867,0.3951155,104.4,-0.7380849,186.1101
2020-12-24 05:30:00,-11.15786,46.65322,67.83529,0.3605093,104.4,-1.253683,187.0371
2020-12-24 06:00:00,-11.63545,48.88231,67.84207,0.3164809,104.6,-0.0104735,191.2658
2020-12-24 06:30:00,-11.46154,47.98124,67.85268,0.3554447,104.4,-0.209864,198.1254
2020-12-24 07:00:00,-12.29865,49.85823,67.87255,0.4913332,104.5,-1.568153,191.5215
2020-12-24 07:30:00,-12.85011,51.66906,67.89257,0.2528593,104.5,1.141559,186.963
2020-12-24 08:00:00,-11.85672,49.55982,67.91431,0.6641674,104.4,37.44472,182.9718
2020-12-24 08:30:00,-11.00766,47.36554,67.93195,0.3614413,104.4,109.3691,182.5684
2020-12-24 09:00:00,-9.796752,43.96075,67.95094,0.4236273,104.2,235.4971,184.8448
2020-12-24 09:30:00,-10.40909,45.35746,67.96385,0.6596725,104.5,261.4149,187.4752
2020-12-24 10:00:00,-9.071203,42.16761,67.97582,0.620211,104.4,347.0448,190.6166
2020-12-24 10:30:00,-7.763172,37.9505,67.96944,0.9237118,104.5,478.8677,194.7325
2020-12-24 11:00:00,-7.066288,35.57394,67.95963,1.075292,104.7,479.3961,200.3378
2020-12-24 11:30:00,-6.014547,33.09626,67.92655,1.176966,104.4,548.0667,209.6061
2020-12-24 12:00:00,-4.767354,31.1925,67.87476,1.041353,104.6,626.5892,210.0765
2020-12-24 12:30:00,-3.590918,29.12902,67.81413,1.121729,105,624.7905,209.3366
2020-12-24 13:00:00,-3.19425,27.84729,67.75457,1.287457,104.7,484.003,213.7418
2020-12-24 13:30:00,-2.508029,26.31792,67.70242,1.205231,104.4,483.2189,218.952
2020-12-24 14:00:00,-1.470482,24.42595,67.64995,0.9804537,104.8,511.7614,214.3373
2020-12-24 14:30:00,-0.2548954,22.3168,67.59936,1.012729,104.4,515.8223,209.0441
2020-12-24 15:00:00,0.350949,21.13533,67.56252,1.258599,104.8,453.1695,208.8135
2020-12-24 15:30:00,0.01681773,20.07168,67.5426,1.855214,104.5,249.7809,206.1308
2020-12-24 16:00:00,-0.6603333,20.09845,67.54202,2.54805,104.6,147.051,217.3928
2020-12-24 16:30:00,-0.8512679,21.10261,67.53102,2.447048,104.5,129.5238,228.6691
2020-12-24 17:00:00,-1.255005,20.1445,67.51838,2.718089,104.5,32.90761,212.6673
2020-12-24 17:30:00,-1.615846,20.29834,67.5159,1.447503,104.4,0.4914376,223.1267
2020-12-24 18:00:00,-1.834481,22.08556,67.52287,2.01628,104.4,-3.549136,224.3931
2020-12-24 18:30:00,-2.256323,24.07973,67.55064,3.133438,104.3,-3.711844,221.8996
2020-12-24 19:00:00,-2.392704,24.54942,67.57864,2.829912,104.3,-4.132156,214.4967
2020-12-24 19:30:00,-2.926395,26.01211,67.60995,2.158264,104.4,-4.052362,215.6281
2020-12-24 20:00:00,-3.945408,27.48443,67.63829,1.531909,104.3,-3.416182,228.7046
2020-12-24 20:30:00,-4.049508,28.052,67.6654,0.7244612,104.3,-2.257931,233.8629
2020-12-24 21:00:00,-4.375512,28.48553,67.69256,0.9390548,104.3,-2.166296,226.5492
2020-12-24 21:30:00,-4.821785,29.51002,67.71069,0.6838924,104.4,-2.410941,222.1068
2020-12-24 22:00:00,-5.407775,30.83468,67.72632,0.9848083,104.3,-2.381313,221.8653
2020-12-24 22:30:00,-5.694858,31.8996,67.7448,1.092378,104.3,-2.488877,211.8909
2020-12-24 23:00:00,-4.884865,31.58074,67.76147,1.825917,104.3,-2.145857,209.5166
2020-12-24 23:30:00,-5.028056,31.56763,67.76862,2.489174,104.3,-4.228033,193.8603
2020-12-25 00:00:00,-5.990263,32.96686,67.77573,1.078188,104.3,-4.785328,187.6046
2020-12-25 00:30:00,-6.924555,34.57872,67.78772,0.7346843,104.3,-3.676077,184.0982
2020-12-25 01:00:00,-7.330446,35.57159,67.7963,0.8667415,104.3,-3.259528,182.7782
2020-12-25 01:30:00,-7.188443,36.6167,67.80766,1.148115,104.2,-2.621643,182.347
2020-12-25 02:00:00,-7.602181,37.46622,67.83404,0.7949831,104.3,-2.817,181.8014
2020-12-25 02:30:00,-7.766775,37.97284,67.85392,0.8307123,104.1,-2.505912,181.352
2020-12-25 03:00:00,-8.279322,39.34317,67.87057,0.7014294,104.3,-2.277079,180.3223
2020-12-25 03:30:00,-9.112493,41.51976,67.88947,0.5822346,104.2,-2.956221,179.3085
2020-12-25 04:00:00,-9.63907,43.08652,67.91001,0.6534235,104.2,-1.786363,178.3489
2020-12-25 04:30:00,-9.3421,42.15264,67.92184,0.5051427,104.3,-1.819351,178.5493
2020-12-25 05:00:00,-9.760645,42.02092,67.93173,1.243708,104.1,-1.930115,178.4192
2020-12-25 05:30:00,-10.16399,42.55632,67.94074,0.7837981,104.1,-3.15515,177.8206
2020-12-25 06:00:00,-10.11938,42.79657,67.97156,0.6705259,104.2,-1.371423,181.3038
2020-12-25 06:30:00,-10.6228,43.86237,68.01143,0.3605013,104.4,-1.135714,193.467
2020-12-25 07:00:00,-11.27014,45.67701,68.05389,1.329134,104.3,-1.269974,189.7775
2020-12-25 07:30:00,-10.84352,43.79101,68.08648,1.247965,104.3,1.327415,200.5181
2020-12-25 08:00:00,-10.7142,43.52711,68.12318,0.5374109,104.3,36.24352,199.7918
2020-12-25 08:30:00,-10.61787,44.42915,68.16421,0.5490649,104.3,83.36233,210.4571
2020-12-25 09:00:00,-9.592945,43.44496,68.20068,0.8731644,104.2,231.818,203.5777
2020-12-25 09:30:00,-8.988897,41.09071,68.23835,0.7020206,104.3,216.1607,215.0904
2020-12-25 10:00:00,-8.155831,39.10422,68.27512,1.394894,104.6,294.4848,207.3062
2020-12-25 10:30:00,-7.098475,36.98268,68.29285,1.214634,104.5,492.7159,197.3192
2020-12-25 11:00:00,-6.048138,35.20151,68.28482,1.044092,104.7,507.9952,192.6915
