"TOA5","SECMOL","CR1000","E11642","CR1000.Std.31.03","CPU:HIAL_TM_1.4.CR1","62362","Table24hr"
"TIMESTAMP","RECORD","BattV_Min","AirTC_Min","AirTC_Max","WS_ms_Max"
"2020-12-23 00:00:00",109,12.66,-15.65,4.037,3.218
"2020-12-24 00:00:00",110,12.63,-15.63,1.925,4.583
"2020-12-25 00:00:00",111,12.64,-15.62,2.511,5.374
"2020-12-26 00:00:00",112,12.67,-14.22,2.268,3.384
"2020-12-27 00:00:00",113,12.65,-15.97,3.572,3.515
"2020-12-28 00:00:00",114,12.63,-17.09,3.582,5.517
"2020-12-29 00:00:00",115,12.76,-10.42,0.084,6.648
"2020-12-30 00:00:00",116,12.66,-15.87,-1.009,5.318
"2020-12-31 00:00:00",117,12.66,-15.71,0.68,4.018
"2021-01-01 00:00:00",118,12.63,-17.42,0.57,4.524
"2021-01-02 00:00:00",119,12.66,-15.67,0.286,3.476
"2021-01-03 00:00:00",120,12.63,-17.89,-0.381,3.012
"2021-01-04 00:00:00",121,12.72,-11.45,2.471,3.989
"2021-01-05 00:00:00",122,12.71,-13.21,3.501,5.586
"2021-01-06 00:00:00",123,12.75,-9.39,1.702,3.342
"2021-01-07 00:00:00",124,12.8,-7.841,3.562,3.306
"2021-01-08 00:00:00",125,12.7,-12.86,2.955,2.734
"2021-01-09 00:00:00",126,12.81,-8.88,2.531,3.78
"2021-01-10 00:00:00",127,12.69,-14.65,4.411,4.005
"2021-01-11 00:00:00",128,12.66,-15.34,4.006,3.084
"2021-01-12 00:00:00",129,12.65,-15.72,3.38,5.452
"2021-01-13 00:00:00",130,12.67,-15.06,2.976,6.19
"2021-01-14 00:00:00",131,12.67,-15.32,3.663,4.466
"2021-01-15 00:00:00",132,12.66,-15.79,3.198,3.57
"2021-01-16 00:00:00",133,12.76,-10.2,4.047,5.491
"2021-01-17 00:00:00",134,12.71,-13.12,6.955,3.714
"2021-01-18 00:00:00",135,12.68,-13.96,5.199,4.031
"2021-01-19 00:00:00",136,12.73,-10.52,5.159,8.17
"2021-01-20 00:00:00",137,12.71,-13.21,4.047,6.7
"2021-01-21 00:00:00",138,12.69,-14.34,2.875,7.236
"2021-01-22 00:00:00",139,12.67,-15.08,1.793,2.979
"2021-01-23 00:00:00",140,12.72,-11.7,4.149,4.822
"2021-01-24 00:00:00",141,12.74,-8.08,2.885,6.19
"2021-01-25 00:00:00",142,12.76,-7.15,1.874,7.504
"2021-01-26 00:00:00",143,12.72,-11.13,0.904,4.466
"2021-01-27 00:00:00",144,12.68,-15.34,1.884,4.43
"2021-01-28 00:00:00",145,12.66,-15.89,3.552,5.168
"2021-01-29 00:00:00",146,12.66,-15.98,1.722,5.292
"2021-01-30 00:00:00",147,12.74,-11.98,0.954,5.145
"2021-01-31 00:00:00",148,12.65,-16.71,2.955,4.479
"2021-02-01 00:00:00",149,12.66,-15.63,3.542,5.38
"2021-02-02 00:00:00",150,12.73,-10.42,5.421,5.227
"2021-02-03 00:00:00",151,12.7,-13.14,5.784,6.798
"2021-02-04 00:00:00",152,12.77,-8.33,3.825,4.103
"2021-02-05 00:00:00",153,12.74,-9.52,2.996,5.256
"2021-02-06 00:00:00",154,12.78,-5.416,4.33,6.37
"2021-02-07 00:00:00",155,12.71,-12.78,5.309,3.936
"2021-02-08 00:00:00",156,12.68,-13.33,8.97,4.354
"2021-02-09 00:00:00",157,12.71,-11.71,9.7,4.207
"2021-02-10 00:00:00",158,12.76,-7.678,9.95,6.902
"2021-02-11 00:00:00",159,12.8,-3.682,8.65,4.985
"2021-02-12 00:00:00",160,12.73,-9.48,9.34,6.586
"2021-02-13 00:00:00",161,12.73,-9.89,8.69,4.515
"2021-02-14 00:00:00",162,12.72,-9.91,8.53,6.429
"2021-02-15 00:00:00",163,12.8,-3.885,7.944,7.673
"2021-02-16 00:00:00",164,12.72,-10.2,8.21,8.52
"2021-02-17 00:00:00",165,12.73,-9.46,8.55,6.671
"2021-02-18 00:00:00",166,12.72,-9.58,8.48,4.724
"2021-02-19 00:00:00",167,12.72,-9.91,8.21,5.691
"2021-02-20 00:00:00",168,12.72,-9.75,9.7,3.714
"2021-02-21 00:00:00",169,12.76,-5.527,11.77,8.85
"2021-02-22 00:00:00",170,12.81,-0.412,11.41,7.089
