"TOA5","CR6Series","CR6","12056","CR6.Std.09.02","CPU:Eddy_covar_V3.2_HIAL.CR6","53124","Flux_CSFormat"
"TIMESTAMP","RECORD","H","H_QC","H_samples","TAU","TAU_QC","USTAR","TSTAR","TKE","amb_press_Avg","T107_probe_Avg","T_probe_Avg","RH_probe_Avg","T_DP_probe_Avg","e_probe","e_sat_probe","H2O_probe","Ux","Ux_SIGMA","Uy","Uy_SIGMA","Uz","Uz_SIGMA","T_SONIC","T_SONIC_SIGMA","sonic_azimuth","WS","WS_RSLT","WD_SONIC","WD_SIGMA","WD","WS_MAX","ZL","TAU_SSITC_TEST","MO_LENGTH","U","U_SIGMA","V","V_SIGMA","W","W_SIGMA","NETRAD","ALB","SW_IN","SW_OUT","LW_IN","LW_OUT","T_nr_Avg","sun_azimuth","sun_elevation","hour_angle","sun_declination","air_mass_coeff","daytime","SnowHeight","Waterpressure","WaterFlow","Csattemp","CsatRH","CsatPitch","CsatRoll","Tice_Avg(1)","Tice_Avg(2)","Tice_Avg(3)","Tice_Avg(4)","Tice_Avg(5)","Tice_Avg(6)","Tice_Avg(7)","Tice_Avg(8)"
"TS","RN","W m-2","grade","samples","kg m-1 s-2","grade","m s-1","deg C","m2 s-2","kPa","deg C","deg C","%","deg C","kPa","kPa","g/m^3","m s-1","m s-1","m s-1","m s-1","m s-1","m s-1","deg C","deg C","Decimal degrees","m s-1","m s-1","decimal degrees","decimal degrees","decimal degrees","m s-1","adimensional","adimensional","m","m s-1","m s-1","m s-1","m s-1","m s-1","m s-1","W m-2","%","W m-2","W m-2","W m-2","W m-2","Klvin","decimal degrees","decimal degrees","decimal degrees","decimal degrees","adimensional","fraction","cm","Bar","l/min","","","","","dec C","dec C","dec C","dec C","dec C","dec C","dec C","dec C"
"","","Smp","Smp","Tot","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Avg","Avg","Avg","Avg","Avg","Tot","Smp","Smp","Smp","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg"
"2020-12-19 16:00:00",709,123.7415,3,18000,36.9358,4,0.2102,-0.6859115,0.5856856,68.21358,-2.323465,-2.788678,17.68508,-23.67327,0.09141092,0.5169099,0.7313645,0.8192534,0.536595,-0.109698,0.8927708,0.1260908,0.2939341,-3.04103,0.4927558,0,1.199191,0.826565,352.3734,45.15203,7.626556,3.68801,-0.3963355,4,-7.317034,0.8288991,0.5303227,-0.109698,0.8927708,0.001102619,0.3051054,20.12844,32.10642,261.3644,83.66051,193.5093,351.0848,273.7837,264.5612,-36.54112,119.3563,-23.42323,"NAN",0,104.7,-0.938,0,9.69,23.57,0.123,0.311,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2020-12-19 16:30:00",710,75.25157,2,18000,38.75681,7,0.1617514,-0.4055238,0.5722404,68.21407,-2.41175,-2.771533,17.72354,-23.72227,0.09101055,0.5135066,0.728402,0.73414,0.6713867,-0.435675,0.7911199,0.09599154,0.2604806,-2.972792,0.4188406,0,1.227063,0.8536832,329.313,44.68144,30.68695,3.551859,-0.5727537,7,-5.063259,0.7402685,0.6708143,-0.435675,0.7911199,0.01335771,0.261951,-40.33929,36.95497,160.8016,58.86384,192.5914,334.8685,272.6517,268.469,-42.73155,126.8536,-23.42352,"NAN",0,104.7,-0.937,0,9.05,23.66,0.124,0.304,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2020-12-19 17:00:00",711,50.22188,4,18000,22.95747,7,0.2564311,-0.3471055,0.349995,68.21272,-3.805207,-3.659316,19.028,-24.09913,0.08800325,0.4629918,0.7079892,1.452099,0.5161561,-1.245188,0.5879208,0.138198,0.2965164,-3.566509,0.3448417,0,1.986278,1.912872,319.3866,15.57147,40.61343,4.286905,-0.06828643,7,-42.46817,1.458283,0.5100975,-1.245188,0.5879208,0.03320272,0.3068218,-113.0325,44.71988,9.484663,4.139054,188.9365,307.3146,269.831,272.7608,-48.93253,134.351,-23.42381,"NAN",0,104.7,-0.935,0,5.504,23.77,0.107,0.251,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2020-12-19 17:30:00",712,23.67116,7,18000,57.99762,9,0.2302833,-0.1037811,0.3298113,68.22377,-4.312,-4.257464,20.08349,-23.91271,0.08947348,0.4455076,0.7211671,1.360729,0.4771656,-1.216632,0.594356,0.1595312,0.2804936,-3.91893,0.09002051,0,1.89907,1.825316,318.2001,15.96266,41.7999,4.110927,-0.01217583,9,-238.1767,1.369451,0.4713505,-1.216632,0.594356,0.04045033,0.2901592,-104.3693,0,-1.523711,4.015698,194.4503,293.2801,267.7669,277.7157,-55.10768,141.8485,-23.42409,"NAN",0,104.6,-0.933,0,2.295,23.81,0.092,0.234,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2020-12-19 18:00:00",713,3.060299,7,18000,46.86809,8,0.1936353,-0.01490383,0.5465368,68.25302,-4.308661,-4.23255,21.01819,-23.39916,0.09365959,0.44563,0.754898,1.120569,0.6018787,-0.5997237,0.8084033,0.147946,0.2780286,-3.93575,0.1637099,0,1.499964,1.270962,331.8447,31.64928,28.1553,3.894434,0.01330671,8,217.9351,1.130159,0.6010082,-0.5997237,0.8084033,0.01738901,0.2799053,-76.2852,0,-3.304302,2.958949,222.1719,292.1938,267.7212,283.8243,-61.19915,149.3458,-23.42438,"NAN",0,104.6,-0.933,0,2.207,23.77,0.091,0.237,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2020-12-19 18:30:00",714,-1.995871,7,18000,33.15066,6,0.3450667,0.0115156,0.4200965,68.26743,-4.826634,-4.710789,21.45849,-23.60688,0.09194518,0.4285517,0.7425147,-0.8942677,0.6516431,1.784781,0.5541177,-0.1380064,0.3294049,-4.41011,0.1641235,0,2.103003,1.996288,116.6132,18.2464,243.3868,4.07161,0.0103959,6,278.9561,-0.8826206,0.6414891,1.784781,0.5541177,-0.1993527,0.3487665,-73.15182,0,-3.44295,1.995285,221.3414,289.055,267.5143,292.0386,-67.09958,156.8433,-23.42466,"NAN",0,104.6,-0.933,0,2.063,23.62,0.093,0.23,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2020-12-19 19:00:00",715,-8.829999,7,18000,105.5025,7,0.2215616,0.02851998,0.3287156,68.30209,-5.407292,-5.279389,22.69182,-23.47149,0.09305587,0.4101115,0.7531076,-0.0709511,0.5447783,0.4294809,0.5759095,0.008347835,0.1702235,-4.914973,0.2524901,0,0.7975561,0.4353022,99.38062,54.58973,260.6194,2.294796,0.05507682,7,52.65373,-0.070778,0.5463508,0.4294809,0.5759095,0.009706687,0.1651067,-72.46413,0,-3.677142,2.181698,218.5952,285.2005,266.7167,304.3648,-72.57007,164.3407,-23.42493,"NAN",0,104.6,-0.932,0,1.528,23.62,0.09,0.229,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2020-12-19 19:30:00",716,-12.38428,8,18000,43.61185,7,0.1103125,0.06217593,0.1509773,68.3233,-5.876971,-5.769925,23.16278,-23.64285,0.0916492,0.3957002,0.7430283,0.007273826,0.266024,0.08316939,0.4709086,0.02404155,0.09711237,-5.270362,0.2092162,0,0.4973121,0.08348705,85.00172,73.88885,274.9983,1.370354,0.06557145,7,44.22657,0.01364263,0.2634526,0.08316939,0.4709086,0.02108989,0.103886,-81.35941,0,-3.56275,3.187843,204.2549,278.8637,265.4871,324.8427,-77.00844,171.838,-23.4252,"NAN",0,104.6,-0.933,0,0.697,23.57,0.089,0.225,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2020-12-19 20:00:00",717,-1.822539,8,18000,10.82544,8,0.1264445,0.01833215,0.290023,68.34051,-6.339151,-6.205094,23.73864,-23.76391,0.09067066,0.3819825,0.7363657,-0.5190268,0.2576714,1.186414,0.7010929,-0.04501047,0.1487285,-5.691843,0.2262648,0,1.384958,1.294977,113.6282,20.64625,246.3718,2.956948,0.1889815,8,15.34542,-0.51715,0.256289,1.186414,0.7010929,-0.0630126,0.1510983,-73.40073,0,-2.39419,3.146308,208.6514,276.5117,265.1158,180.764,-79.0322,0.834312,-23.42549,"NAN",0,104.6,-0.96,0,0.15,23.59,0.089,0.219,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2020-12-19 20:30:00",718,-7.89605,7,18000,14.26198,6,0.2682158,0.0692826,0.613288,68.34892,-6.329473,-6.203745,24.10473,-23.58467,0.09213754,0.3823873,0.7482381,-0.3773243,0.4290012,0.9879933,1.003519,-0.02935841,0.1883699,-5.86061,0.5598562,0,1.339942,1.057588,110.9025,37.18251,249.0975,2.977091,0.1040706,6,27.8657,-0.3763643,0.4264498,0.9879933,1.003519,-0.03981744,0.1940767,-75.57139,0,-3.411664,2.500971,205.3584,275.0172,265.4178,32.88192,-77.35455,-172.5215,-23.42576,"NAN",0,104.6,-0.933,0,0.269,23.53,0.089,0.219,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
